Dataset,TrainingTime,TestingTime,TrainingAccuracy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen
Trace,20.74,0.0120,100.0000,99.0000,100,100,276,184,92
Trace,20.84,0.0150,100.0000,100.0000,100,100,276,184,92
Trace,20.94,0.0130,100.0000,98.0000,100,100,276,184,92
Trace,20.85,0.0130,100.0000,98.0000,100,100,276,184,92
Trace,20.75,0.0140,100.0000,98.0000,100,100,276,184,92
TwoLeadECG,0.09,0.0070,100.0000,94.0299,23,1139,83,55,27
TwoLeadECG,0.09,0.0070,100.0000,89.4644,23,1139,83,55,27
TwoLeadECG,0.08,0.0080,100.0000,94.0299,23,1139,83,55,27
TwoLeadECG,0.09,0.0070,100.0000,89.4644,23,1139,83,55,27
TwoLeadECG,0.09,0.0070,100.0000,94.0299,23,1139,83,55,27
TwoLeadECG,0.08,0.0080,100.0000,94.0299,23,1139,83,55,27
TwoLeadECG,0.08,0.0100,100.0000,83.2309,23,1139,83,55,27
TwoLeadECG,0.09,0.0070,100.0000,89.4644,23,1139,83,55,27
TwoLeadECG,0.09,0.0070,100.0000,89.4644,23,1139,83,55,27
TwoLeadECG,0.09,0.0070,100.0000,89.4644,23,1139,83,55,27
Wine,3.70,0.0030,98.2456,75.9259,57,54,235,156,78
Wine,3.71,0.0040,98.2456,75.9259,57,54,235,156,78
Wine,3.70,0.0020,98.2456,75.9259,57,54,235,156,78
Wine,3.69,0.0030,98.2456,75.9259,57,54,235,156,78
Wine,3.71,0.0030,98.2456,77.7778,57,54,235,156,78
Wine,3.69,0.0040,98.2456,75.9259,57,54,235,156,78
Wine,3.71,0.0040,98.2456,75.9259,57,54,235,156,78
Wine,3.70,0.0030,98.2456,75.9259,57,54,235,156,78
Wine,3.70,0.0040,98.2456,75.9259,57,54,235,156,78
Wine,3.72,0.0030,98.2456,77.7778,57,54,235,156,78
DistalPhalanxOutlineCorrect,0.16,0.0070,86.6667,71.3768,600,276,81,54,27
DistalPhalanxOutlineCorrect,0.16,0.0070,84.5000,74.6377,600,276,81,54,27
DistalPhalanxOutlineCorrect,0.17,0.0070,86.5000,72.4638,600,276,81,54,27
DistalPhalanxOutlineCorrect,0.15,0.0070,85.0000,76.4493,600,276,81,54,27
DistalPhalanxOutlineCorrect,0.16,0.0070,84.6667,73.9130,600,276,81,54,27
DistalPhalanxOutlineCorrect,0.15,0.0060,84.0000,75.3623,600,276,81,54,27
DistalPhalanxOutlineCorrect,0.16,0.0070,80.1667,72.8261,600,276,81,54,27
DistalPhalanxOutlineCorrect,0.15,0.0070,84.1667,73.1884,600,276,81,54,27
DistalPhalanxOutlineCorrect,0.17,0.0070,86.0000,73.5507,600,276,81,54,27
DistalPhalanxOutlineCorrect,0.16,0.0070,84.5000,73.9130,600,276,81,54,27
50words,4.55,0.3190,96.2222,45.9341,450,455,271,180,90
50words,4.49,0.3130,96.8889,44.1758,450,455,271,180,90
50words,4.39,0.3000,96.4444,54.5055,450,455,271,180,90
50words,4.43,0.3150,98.0000,48.1319,450,455,271,180,90
50words,4.43,0.3200,95.7778,48.7912,450,455,271,180,90
50words,4.57,0.3310,95.5556,46.3736,450,455,271,180,90
50words,4.45,0.3180,97.5556,47.4725,450,455,271,180,90
50words,4.57,0.3170,97.3333,45.9341,450,455,271,180,90
50words,4.40,0.3150,94.2222,48.1319,450,455,271,180,90
50words,4.48,0.3210,96.0000,50.1099,450,455,271,180,90
FISH,0.65,0.0310,81.1429,28.5714,175,175,464,309,154
FISH,0.66,0.0310,82.2857,27.4286,175,175,464,309,154
FISH,0.66,0.0320,81.1429,28.5714,175,175,464,309,154
FISH,0.64,0.0320,81.1429,32.0000,175,175,464,309,154
FISH,0.66,0.0320,82.2857,27.4286,175,175,464,309,154
FISH,0.66,0.0310,82.2857,27.4286,175,175,464,309,154
FISH,0.66,0.0320,81.1429,28.5714,175,175,464,309,154
FISH,0.65,0.0320,82.2857,30.8571,175,175,464,309,154
FISH,0.66,0.0320,81.1429,32.0000,175,175,464,309,154
FISH,0.65,0.0310,81.1429,32.0000,175,175,464,309,154
MiddlePhalanxOutlineCorrect,0.83,0.0050,80.0000,72.5086,600,291,81,54,27
MiddlePhalanxOutlineCorrect,0.84,0.0060,78.5000,70.4467,600,291,81,54,27
MiddlePhalanxOutlineCorrect,0.81,0.0060,79.0000,72.8522,600,291,81,54,27
MiddlePhalanxOutlineCorrect,0.82,0.0060,79.5000,71.8213,600,291,81,54,27
MiddlePhalanxOutlineCorrect,0.83,0.0060,78.3333,75.2577,600,291,81,54,27
MiddlePhalanxOutlineCorrect,0.81,0.0060,78.3333,73.8832,600,291,81,54,27
MiddlePhalanxOutlineCorrect,0.84,0.0050,79.1667,70.1031,600,291,81,54,27
MiddlePhalanxOutlineCorrect,0.84,0.0060,79.3333,67.3540,600,291,81,54,27
MiddlePhalanxOutlineCorrect,0.80,0.0050,78.5000,74.2268,600,291,81,54,27
MiddlePhalanxOutlineCorrect,0.84,0.0060,82.8333,72.1649,600,291,81,54,27
