Dataset,TrainingTime,TestingTime,TrainingAccuracy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen
DistalPhalanxOutlineAgeGroup,176.81,0.019,100,76.25,139,400,80,0.7,1
DistalPhalanxOutlineAgeGroup,323.58,0.024,100,81,139,400,80,0.7,1
DistalPhalanxOutlineAgeGroup,357.28,0.031,100,80.25,139,400,80,0.7,1
DistalPhalanxOutlineCorrect,123.84,0.018,99.6377,74.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,81.81,0.013,99.6377,72.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,112.06,0.015,99.6377,76.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,120.48,0.02,99.6377,74.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,102.38,0.019,100,74.1667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,92.8,0.015,99.6377,71.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,126.36,0.018,99.6377,72,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,122.48,0.019,99.6377,74.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,116.82,0.013,100,72.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,139.67,0.018,100,76,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,235.6,0.022,99.6377,73.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,306.96,0.028,99.6377,71,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,113.93,0.02,99.6377,74.1667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,122.42,0.019,99.6377,71.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,123.66,0.018,100,76.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,127.05,0.019,100,72.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,146.16,0.017,99.6377,74.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,243.79,0.031,99.2754,75.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,125.02,0.018,99.6377,75.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,224.06,0.033,100,73.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,111.78,0.016,99.6377,75.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,138.65,0.021,100,70.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,125.63,0.009,99.6377,75.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,117.75,0.018,100,76.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,109.72,0.018,99.6377,76.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,208.44,0.019,100,70.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,101.68,0.015,99.6377,71.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,276.45,0.035,99.6377,72.1667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,102.93,0.009,99.6377,77.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,120.61,0.019,99.6377,73.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,117.73,0.015,100,72.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,136.79,0.021,99.6377,71.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,140.79,0.017,100,73.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,241.77,0.031,100,76.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,133.47,0.019,99.6377,71.1667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,98.65,0.012,100,78,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,101.48,0.015,100,74.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,103.23,0.018,100,73,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,98.75,0.015,100,74.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,148.58,0.017,99.6377,78.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,246.19,0.018,99.6377,74.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,271.32,0.041,100,73,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,307.18,0.042,99.6377,78,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,195.14,0.039,100,74.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,87.33,0.009,100,71.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,103.2,0.019,99.2754,70,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,101.34,0.009,99.6377,74.1667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,107.42,0.018,99.6377,73.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,247.96,0.039,100,78.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,159.06,0.019,99.6377,70.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,87.74,0.009,100,74.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,122.22,0.018,99.6377,75.1667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,144.73,0.018,99.6377,69.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,228.49,0.018,100,71.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,109.77,0.017,100,74.1667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,257.89,0.023,100,73.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,170.47,0.017,100,70.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,108.31,0.009,100,73.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,101.33,0.014,100,74.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,206.82,0.03,100,73.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,110.13,0.019,100,77.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,105.78,0.019,100,72,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,115.84,0.011,99.6377,71,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,117,0.012,99.6377,76.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,128.64,0.019,100,73.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,242.31,0.041,100,69.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,302.35,0.081,99.6377,71.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,82.24,0.009,99.6377,75.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,130.29,0.019,100,70.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,175.51,0.019,100,74.1667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,106.98,0.02,99.6377,75.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,83.67,0.007,99.6377,71.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,79.06,0.01,100,72.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,305.55,0.042,99.6377,77.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,246.83,0.023,99.6377,78.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,77.96,0.011,100,73,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,107.14,0.017,100,77,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,108.94,0.017,100,71.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,236.97,0.035,99.6377,77.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,80.31,0.011,100,73.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,112.55,0.017,100,74.1667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,84.38,0.01,99.6377,73.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,69.74,0.009,99.6377,72.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,238.74,0.042,99.6377,73.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,126.56,0.017,99.6377,78.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,90.98,0.009,100,76.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,85.27,0.009,100,75.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,245.81,0.022,99.6377,73.1667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,127.69,0.022,100,67,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,218.82,0.042,100,72.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,199.16,0.015,99.6377,70.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,125.62,0.018,100,69.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,148.46,0.024,99.6377,73.3333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,238.52,0.042,99.6377,70.8333,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,289.64,0.016,99.6377,71.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,195.07,0.018,99.6377,77.6667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,220.23,0.018,99.6377,74,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,305.82,0.031,99.6377,77.5,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,241.68,0.039,100,76.1667,276,600,80,0.9,1
DistalPhalanxOutlineCorrect,405.79,0.035,100,67.1667,276,600,80,0.9,1
DistalPhalanxTW,198.83,0.011,100,66,139,400,80,0.6,1
DistalPhalanxTW,243.55,0.021,100,64.25,139,400,80,0.6,1
DistalPhalanxTW,279.57,0.025,100,71,139,400,80,0.6,1
DistalPhalanxTW,198.66,0.014,100,68.5,139,400,80,0.6,1
DistalPhalanxTW,281.07,0.024,100,67,139,400,80,0.6,1
DistalPhalanxTW,197.95,0.013,100,69.75,139,400,80,0.6,1
DistalPhalanxTW,293.92,0.022,100,66.25,139,400,80,0.6,1
DistalPhalanxTW,256.8,0.023,100,71.5,139,400,80,0.6,1
DistalPhalanxTW,246.81,0.021,100,63.75,139,400,80,0.6,1
DistalPhalanxTW,182.88,0.012,100,70,139,400,80,0.6,1
DistalPhalanxTW,294.09,0.023,100,68,139,400,80,0.6,1
DistalPhalanxTW,188.01,0.01,100,68.5,139,400,80,0.6,1
DistalPhalanxTW,254.13,0.022,100,68.5,139,400,80,0.6,1
DistalPhalanxTW,255.45,0.024,100,63.75,139,400,80,0.6,1
DistalPhalanxTW,258.11,0.023,100,66.25,139,400,80,0.6,1
DistalPhalanxTW,295.87,0.019,100,72,139,400,80,0.6,1
DistalPhalanxTW,253.43,0.02,100,69.75,139,400,80,0.6,1
DistalPhalanxTW,253.8,0.018,100,66,139,400,80,0.6,1
DistalPhalanxTW,270.27,0.023,100,68.75,139,400,80,0.6,1
DistalPhalanxTW,174.85,0.013,100,66.75,139,400,80,0.6,1
DistalPhalanxTW,176.82,0.013,100,65.75,139,400,80,0.6,1
DistalPhalanxTW,234.89,0.024,100,70.75,139,400,80,0.6,1
DistalPhalanxTW,237.47,0.021,100,64,139,400,80,0.6,1
DistalPhalanxTW,303.92,0.021,100,69.5,139,400,80,0.6,1
DistalPhalanxTW,291.62,0.021,100,65,139,400,80,0.6,1
DistalPhalanxTW,246.54,0.021,100,67,139,400,80,0.6,1
DistalPhalanxTW,251.04,0.023,100,68,139,400,80,0.6,1
DistalPhalanxTW,295.02,0.021,100,66,139,400,80,0.6,1
DistalPhalanxTW,260.21,0.022,100,72.5,139,400,80,0.6,1
DistalPhalanxTW,246.68,0.022,100,67,139,400,80,0.6,1
DistalPhalanxTW,193.88,0.013,100,71.75,139,400,80,0.6,1
DistalPhalanxTW,284.06,0.02,100,69,139,400,80,0.6,1
DistalPhalanxTW,247.17,0.024,100,73.25,139,400,80,0.6,1
DistalPhalanxTW,259.64,0.021,100,66.25,139,400,80,0.6,1
DistalPhalanxTW,197.24,0.013,100,69.25,139,400,80,0.6,1
DistalPhalanxTW,264.25,0.023,100,71.25,139,400,80,0.6,1
DistalPhalanxTW,205.6,0.012,100,69,139,400,80,0.6,1
DistalPhalanxTW,176.86,0.013,100,68.5,139,400,80,0.6,1
DistalPhalanxTW,252.95,0.022,100,69.5,139,400,80,0.6,1
DistalPhalanxTW,260.42,0.021,100,67,139,400,80,0.6,1
DistalPhalanxTW,210.61,0.012,100,69,139,400,80,0.6,1
DistalPhalanxTW,267.43,0.023,100,63,139,400,80,0.6,1
DistalPhalanxTW,181.98,0.011,100,64,139,400,80,0.6,1
DistalPhalanxTW,165.29,0.012,100,67.75,139,400,80,0.6,1
DistalPhalanxTW,248.04,0.022,100,64,139,400,80,0.6,1
DistalPhalanxTW,252.21,0.021,100,69,139,400,80,0.6,1
DistalPhalanxTW,321.48,0.019,100,67.25,139,400,80,0.6,1
DistalPhalanxTW,184.21,0.014,100,69.25,139,400,80,0.6,1
DistalPhalanxTW,250.78,0.02,100,66.5,139,400,80,0.6,1
DistalPhalanxTW,250.97,0.021,100,69,139,400,80,0.6,1
DistalPhalanxTW,239.79,0.021,100,66,139,400,80,0.6,1
DistalPhalanxTW,256.54,0.025,100,62.75,139,400,80,0.6,1
DistalPhalanxTW,279.21,0.021,100,67.25,139,400,80,0.6,1
DistalPhalanxTW,554.54,0.045,100,68.75,139,400,80,0.6,1
DistalPhalanxTW,248.22,0.023,100,68.5,139,400,80,0.6,1
DistalPhalanxTW,234.28,0.023,100,67,139,400,80,0.6,1
DistalPhalanxTW,264.63,0.028,100,66.5,139,400,80,0.6,1
DistalPhalanxTW,252.7,0.021,100,68,139,400,80,0.6,1
DistalPhalanxTW,186.21,0.011,100,68.75,139,400,80,0.6,1
DistalPhalanxTW,249.01,0.021,100,68.25,139,400,80,0.6,1
DistalPhalanxTW,244.78,0.019,100,67.25,139,400,80,0.6,1
DistalPhalanxTW,262.02,0.019,100,70,139,400,80,0.6,1
DistalPhalanxTW,226.55,0.025,100,67.75,139,400,80,0.6,1
DistalPhalanxTW,201.52,0.011,100,67.25,139,400,80,0.6,1
DistalPhalanxTW,170.99,0.011,100,70.5,139,400,80,0.6,1
DistalPhalanxTW,257.1,0.023,100,66.5,139,400,80,0.6,1
DistalPhalanxTW,284.7,0.024,100,70,139,400,80,0.6,1
DistalPhalanxTW,287.96,0.022,100,69.25,139,400,80,0.6,1
DistalPhalanxTW,226.78,0.02,100,67.5,139,400,80,0.6,1
DistalPhalanxTW,169.8,0.012,100,72.75,139,400,80,0.6,1
DistalPhalanxTW,283.75,0.023,100,72,139,400,80,0.6,1
DistalPhalanxTW,188.14,0.016,100,67.5,139,400,80,0.6,1
DistalPhalanxTW,203.11,0.013,100,63.25,139,400,80,0.6,1
DistalPhalanxTW,256.29,0.022,100,71.25,139,400,80,0.6,1
DistalPhalanxTW,279.55,0.02,100,66.5,139,400,80,0.6,1
DistalPhalanxTW,192.23,0.012,100,66.75,139,400,80,0.6,1
DistalPhalanxTW,265.82,0.025,100,68,139,400,80,0.6,1
DistalPhalanxTW,186.42,0.013,100,66,139,400,80,0.6,1
DistalPhalanxTW,197.96,0.013,100,70,139,400,80,0.6,1
DistalPhalanxTW,280.09,0.022,100,68.5,139,400,80,0.6,1
DistalPhalanxTW,179.96,0.014,100,67.5,139,400,80,0.6,1
DistalPhalanxTW,260.75,0.024,100,68.75,139,400,80,0.6,1
DistalPhalanxTW,263.04,0.024,100,65.25,139,400,80,0.6,1
DistalPhalanxTW,286.25,0.023,100,67.5,139,400,80,0.6,1
DistalPhalanxTW,273.45,0.02,100,69.25,139,400,80,0.6,1
DistalPhalanxTW,270.2,0.024,100,65,139,400,80,0.6,1
DistalPhalanxTW,257.77,0.025,100,64,139,400,80,0.6,1
DistalPhalanxTW,235.64,0.02,100,69.5,139,400,80,0.6,1
DistalPhalanxTW,252.99,0.022,100,65.5,139,400,80,0.6,1
DistalPhalanxTW,279.6,0.023,100,62.5,139,400,80,0.6,1
DistalPhalanxTW,244.59,0.021,100,62.25,139,400,80,0.6,1
DistalPhalanxTW,246.83,0.022,100,69,139,400,80,0.6,1
DistalPhalanxTW,197.7,0.012,100,68.25,139,400,80,0.6,1
DistalPhalanxTW,275.28,0.021,100,67,139,400,80,0.6,1
DistalPhalanxTW,251.56,0.02,100,70,139,400,80,0.6,1
DistalPhalanxTW,249.68,0.022,100,66.75,139,400,80,0.6,1
DistalPhalanxTW,270.92,0.022,100,72.75,139,400,80,0.6,1
DistalPhalanxTW,258.19,0.024,100,68.5,139,400,80,0.6,1
DistalPhalanxTW,532.97,0.024,100,64,139,400,80,0.6,1
DistalPhalanxTW,542.13,0.042,100,66.75,139,400,80,0.6,1
ECG200,2.2,0.002,100,76,100,100,96,0.9,1
ECG200,2.54,0.002,100,81,100,100,96,0.9,1
ECG200,1.52,0.003,100,81,100,100,96,0.9,1
ECG200,1.83,0.002,100,80,100,100,96,0.9,1
ECG200,2.08,0.002,100,81,100,100,96,0.9,1
ECG200,2.25,0.003,100,81,100,100,96,0.9,1
ECG200,2.45,0.003,100,83,100,100,96,0.9,1
ECG200,2.52,0.003,100,79,100,100,96,0.9,1
ECG200,2.67,0.004,100,77,100,100,96,0.9,1
ECG200,2.38,0.002,100,81,100,100,96,0.9,1
ECG200,1.44,0.002,100,75,100,100,96,0.9,1
ECG200,3,0.003,100,85,100,100,96,0.9,1
ECG200,1.29,0.002,100,81,100,100,96,0.9,1
ECG200,1.61,0.001,100,86,100,100,96,0.9,1
ECG200,1.75,0.003,100,79,100,100,96,0.9,1
ECG200,2.06,0.004,100,83,100,100,96,0.9,1
ECG200,2.13,0.002,100,72,100,100,96,0.9,1
ECG200,2.34,0.003,100,76,100,100,96,0.9,1
ECG200,1.74,0.002,100,78,100,100,96,0.9,1
ECG200,2.04,0.003,100,87,100,100,96,0.9,1
ECG200,2.15,0.002,100,81,100,100,96,0.9,1
ECG200,2.17,0.004,100,84,100,100,96,0.9,1
ECG200,2.37,0.003,100,81,100,100,96,0.9,1
ECG200,2.56,0.003,100,82,100,100,96,0.9,1
ECG200,2.63,0.003,100,73,100,100,96,0.9,1
ECG200,2.09,0.002,100,81,100,100,96,0.9,1
ECG200,2.04,0.003,100,87,100,100,96,0.9,1
ECG200,1.92,0.003,100,77,100,100,96,0.9,1
ECG200,1.79,0.002,100,84,100,100,96,0.9,1
ECG200,1.63,0.002,100,82,100,100,96,0.9,1
ECG200,1.82,0.003,100,77,100,100,96,0.9,1
ECG200,1.87,0.002,100,77,100,100,96,0.9,1
ECG200,2.31,0.003,100,80,100,100,96,0.9,1
ECG200,2.4,0.003,100,83,100,100,96,0.9,1
ECG200,2.38,0.002,100,83,100,100,96,0.9,1
ECG200,2.8,0.004,100,87,100,100,96,0.9,1
ECG200,1.56,0.002,100,83,100,100,96,0.9,1
ECG200,1.82,0.003,100,87,100,100,96,0.9,1
ECG200,2.07,0.003,100,86,100,100,96,0.9,1
ECG200,2.15,0.003,100,77,100,100,96,0.9,1
ECG200,2.28,0.003,100,83,100,100,96,0.9,1
ECG200,2.35,0.003,100,83,100,100,96,0.9,1
ECG200,2.36,0.004,100,87,100,100,96,0.9,1
ECG200,2.11,0.003,100,82,100,100,96,0.9,1
ECG200,2.82,0.003,100,81,100,100,96,0.9,1
ECG200,1.73,0.002,100,88,100,100,96,0.9,1
ECG200,2.42,0.003,100,81,100,100,96,0.9,1
ECG200,1.2,0.004,100,81,100,100,96,0.9,1
ECG200,1.92,0.002,100,85,100,100,96,0.9,1
ECG200,2.16,0.003,100,78,100,100,96,0.9,1
ECG200,2.18,0.002,100,86,100,100,96,0.9,1
ECG200,2.18,0.002,100,79,100,100,96,0.9,1
ECG200,2.22,0.002,100,78,100,100,96,0.9,1
ECG200,2.31,0.003,100,74,100,100,96,0.9,1
ECG200,1.65,0.002,100,80,100,100,96,0.9,1
ECG200,2.5,0.003,100,85,100,100,96,0.9,1
ECG200,2.56,0.003,100,87,100,100,96,0.9,1
ECG200,2.39,0.003,100,80,100,100,96,0.9,1
ECG200,2.74,0.002,100,79,100,100,96,0.9,1
ECG200,2.84,0.003,100,79,100,100,96,0.9,1
ECG200,3.18,0.003,100,84,100,100,96,0.9,1
ECG200,2.56,0.003,100,82,100,100,96,0.9,1
ECG200,2.34,0.003,100,82,100,100,96,0.9,1
ECG200,2.5,0.003,100,84,100,100,96,0.9,1
ECG200,1.48,0.001,100,82,100,100,96,0.9,1
ECG200,1.94,0.002,100,80,100,100,96,0.9,1
ECG200,2.27,0.003,100,74,100,100,96,0.9,1
ECG200,1.83,0.001,100,87,100,100,96,0.9,1
ECG200,1.88,0.005,100,82,100,100,96,0.9,1
ECG200,1.95,0.002,100,75,100,100,96,0.9,1
ECG200,2.16,0.002,100,77,100,100,96,0.9,1
ECG200,2.19,0.002,100,82,100,100,96,0.9,1
ECG200,2.35,0.002,100,77,100,100,96,0.9,1
ECG200,2.83,0.002,100,77,100,100,96,0.9,1
ECG200,1.37,0.001,100,81,100,100,96,0.9,1
ECG200,1.9,0.002,100,89,100,100,96,0.9,1
ECG200,2.15,0.002,100,76,100,100,96,0.9,1
ECG200,2.18,0.003,100,78,100,100,96,0.9,1
ECG200,2.44,0.002,100,76,100,100,96,0.9,1
ECG200,2.46,0.003,100,86,100,100,96,0.9,1
ECG200,2.61,0.003,100,74,100,100,96,0.9,1
ECG200,2.21,0.002,100,86,100,100,96,0.9,1
ECG200,1.94,0.003,100,77,100,100,96,0.9,1
ECG200,2.45,0.003,100,79,100,100,96,0.9,1
ECG200,1.84,0.001,100,83,100,100,96,0.9,1
ECG200,2.37,0.002,99,73,100,100,96,0.9,1
ECG200,2.63,0.003,100,77,100,100,96,0.9,1
ECG200,1.8,0.002,100,77,100,100,96,0.9,1
ECG200,1.82,0.002,100,76,100,100,96,0.9,1
ECG200,2.1,0.003,100,79,100,100,96,0.9,1
ECG200,2.2,0.003,100,78,100,100,96,0.9,1
ECG200,2.26,0.003,100,78,100,100,96,0.9,1
ECG200,2.48,0.003,100,84,100,100,96,0.9,1
ECG200,2.73,0.003,100,81,100,100,96,0.9,1
ECG200,1.49,0.003,100,85,100,100,96,0.9,1
ECG200,1.61,0.002,100,84,100,100,96,0.9,1
ECG200,1.63,0.003,100,86,100,100,96,0.9,1
ECG200,2.04,0.003,100,81,100,100,96,0.9,1
ECG200,2.24,0.003,100,76,100,100,96,0.9,1
ECG200,2.86,0.002,100,83,100,100,96,0.9,1
ECGFiveDays,0.24,0.015,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.24,0.017,100,99.7677,23,861,136,0.025,0.3
ECGFiveDays,0.33,0.017,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.35,0.027,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.2,0.016,100,98.9547,23,861,136,0.025,0.3
ECGFiveDays,0.26,0.016,100,99.4193,23,861,136,0.025,0.3
ECGFiveDays,0.36,0.028,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.42,0.026,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.45,0.027,100,96.8641,23,861,136,0.025,0.3
ECGFiveDays,0.51,0.027,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.55,0.027,100,96.748,23,861,136,0.025,0.3
ECGFiveDays,0.53,0.029,100,98.4901,23,861,136,0.025,0.3
ECGFiveDays,0.19,0.016,100,99.6516,23,861,136,0.025,0.3
ECGFiveDays,0.22,0.016,100,99.4193,23,861,136,0.025,0.3
ECGFiveDays,0.23,0.017,100,99.6516,23,861,136,0.025,0.3
ECGFiveDays,0.28,0.016,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.26,0.016,100,99.0708,23,861,136,0.025,0.3
ECGFiveDays,0.28,0.016,100,98.374,23,861,136,0.025,0.3
ECGFiveDays,0.35,0.017,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.44,0.026,100,99.3031,23,861,136,0.025,0.3
ECGFiveDays,0.52,0.027,100,99.4193,23,861,136,0.025,0.3
ECGFiveDays,0.26,0.017,100,94.5412,23,861,136,0.025,0.3
ECGFiveDays,0.31,0.028,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.52,0.029,100,92.2184,23,861,136,0.025,0.3
ECGFiveDays,0.26,0.016,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.29,0.015,100,99.7677,23,861,136,0.025,0.3
ECGFiveDays,0.52,0.029,100,99.187,23,861,136,0.025,0.3
ECGFiveDays,0.26,0.015,100,99.4193,23,861,136,0.025,0.3
ECGFiveDays,0.23,0.017,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.27,0.014,100,98.6063,23,861,136,0.025,0.3
ECGFiveDays,0.25,0.022,100,98.0256,23,861,136,0.025,0.3
ECGFiveDays,0.32,0.016,100,97.4448,23,861,136,0.025,0.3
ECGFiveDays,0.29,0.016,100,98.4901,23,861,136,0.025,0.3
ECGFiveDays,0.38,0.026,100,97.4448,23,861,136,0.025,0.3
ECGFiveDays,0.5,0.027,100,99.7677,23,861,136,0.025,0.3
ECGFiveDays,0.57,0.027,100,95.7027,23,861,136,0.025,0.3
ECGFiveDays,0.54,0.028,100,99.4193,23,861,136,0.025,0.3
ECGFiveDays,0.47,0.026,100,99.4193,23,861,136,0.025,0.3
ECGFiveDays,0.52,0.028,100,99.4193,23,861,136,0.025,0.3
ECGFiveDays,0.21,0.016,100,98.2578,23,861,136,0.025,0.3
ECGFiveDays,0.27,0.017,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.33,0.016,100,99.5354,23,861,136,0.025,0.3
ECGFiveDays,0.34,0.027,100,92.2184,23,861,136,0.025,0.3
ECGFiveDays,0.26,0.016,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.24,0.016,100,99.0708,23,861,136,0.025,0.3
ECGFiveDays,0.29,0.017,100,97.4448,23,861,136,0.025,0.3
ECGFiveDays,0.35,0.027,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.36,0.026,100,98.9547,23,861,136,0.025,0.3
ECGFiveDays,0.37,0.027,100,99.7677,23,861,136,0.025,0.3
ECGFiveDays,0.39,0.028,100,98.0256,23,861,136,0.025,0.3
ECGFiveDays,0.48,0.025,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.59,0.029,100,99.6516,23,861,136,0.025,0.3
ECGFiveDays,0.24,0.017,100,99.7677,23,861,136,0.025,0.3
ECGFiveDays,0.24,0.016,100,99.7677,23,861,136,0.025,0.3
ECGFiveDays,0.26,0.017,100,97.6771,23,861,136,0.025,0.3
ECGFiveDays,0.3,0.016,100,96.9803,23,861,136,0.025,0.3
ECGFiveDays,0.29,0.016,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.42,0.027,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.4,0.027,100,99.6516,23,861,136,0.025,0.3
ECGFiveDays,0.46,0.027,100,96.9803,23,861,136,0.025,0.3
ECGFiveDays,0.41,0.027,100,99.6516,23,861,136,0.025,0.3
ECGFiveDays,0.53,0.028,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.24,0.016,100,97.0964,23,861,136,0.025,0.3
ECGFiveDays,0.25,0.017,100,97.6771,23,861,136,0.025,0.3
ECGFiveDays,0.36,0.015,100,99.4193,23,861,136,0.025,0.3
ECGFiveDays,0.25,0.016,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.34,0.015,100,99.187,23,861,136,0.025,0.3
ECGFiveDays,0.51,0.027,100,97.561,23,861,136,0.025,0.3
ECGFiveDays,0.23,0.017,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.24,0.016,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.28,0.016,100,99.7677,23,861,136,0.025,0.3
ECGFiveDays,0.31,0.016,100,99.7677,23,861,136,0.025,0.3
ECGFiveDays,0.32,0.016,100,91.5215,23,861,136,0.025,0.3
ECGFiveDays,0.37,0.028,100,99.8839,23,861,136,0.025,0.3
