Dataset,TrainingTime,TestingTime,TrainingAccuracy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen
SonyAIBORobotSurfaceII,0.66,0.021,100,82.6863,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.61,0.063,100,83.9454,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.64,0.074,100,84.8898,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.85,0.045,100,64.4281,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.85,0.058,100,90.766,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.41,0.027,100,85.7293,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.42,0.044,100,84.1553,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.46,0.039,100,84.575,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.51,0.05,100,80.7975,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.57,0.032,100,76.1805,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.61,0.032,100,80.7975,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.64,0.019,100,71.6684,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.7,0.041,100,86.3589,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.7,0.066,100,85.6243,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.71,0.042,100,83.2109,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.81,0.053,100,86.0441,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.82,0.073,100,85.7293,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.85,0.052,100,80.1679,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.87,0.03,100,71.9832,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.89,0.039,100,77.7545,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.93,0.043,100,73.4523,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.95,0.048,100,91.5005,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,1.01,0.047,100,79.8531,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,1.15,0.033,100,75.7608,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,1.62,0.047,100,75.0262,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.44,0.028,100,64.9528,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.5,0.032,100,84.68,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.67,0.014,100,82.0567,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.58,0.052,100,76.1805,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.68,0.063,100,64.9528,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.71,0.018,100,76.1805,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.86,0.04,100,78.489,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.95,0.056,100,80.3778,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,1.08,0.038,100,75.7608,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.97,0.061,100,78.0693,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,1.16,0.033,100,85.4145,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,1.41,0.048,100,84.4701,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.48,0.033,100,84.575,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.71,0.05,100,83.7356,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.55,0.049,100,80.063,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.65,0.055,100,81.9517,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.85,0.063,100,79.958,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.9,0.042,100,80.4827,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.89,0.057,100,80.9024,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.4,0.041,100,80.063,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.54,0.036,100,88.9822,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.65,0.054,100,79.1186,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.7,0.039,100,82.0567,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.78,0.042,100,76.8101,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,1.29,0.096,100,85.6243,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.54,0.032,100,81.0073,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.53,0.028,100,79.5383,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.57,0.029,100,91.9203,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.58,0.037,100,79.3284,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.6,0.05,100,87.618,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.71,0.027,100,75.6558,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.81,0.028,100,69.4648,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.78,0.064,100,81.9517,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.94,0.048,100,82.3715,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.91,0.05,100,76.1805,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.99,0.037,100,77.0199,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.68,0.057,100,85.7293,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.75,0.044,100,92.1301,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.93,0.032,100,75.341,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.49,0.043,100,86.0441,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.5,0.048,100,85.7293,27,953,65,0.025,0.4
SonyAIBORobotSurfaceII,0.77,0.052,100,81.7419,27,953,65,0.025,0.4
SwedishLeaf,72,0.032,100,70.08,500,625,128,0.8,1
SwedishLeaf,94.53,0.034,100,72,500,625,128,0.8,1
SwedishLeaf,100.47,0.047,100,71.04,500,625,128,0.8,1
SwedishLeaf,112.77,0.045,100,71.68,500,625,128,0.8,1
SwedishLeaf,133.51,0.052,100,73.92,500,625,128,0.8,1
SwedishLeaf,119.26,0.05,100,72.64,500,625,128,0.8,1
SwedishLeaf,95.43,0.032,100,69.92,500,625,128,0.8,1
SwedishLeaf,120.71,0.034,100,72.64,500,625,128,0.8,1
SwedishLeaf,132.6,0.066,100,68.8,500,625,128,0.8,1
SwedishLeaf,147.28,0.065,100,72.32,500,625,128,0.8,1
SwedishLeaf,107.4,0.046,100,70.88,500,625,128,0.8,1
SwedishLeaf,123.83,0.05,100,74.24,500,625,128,0.8,1
SwedishLeaf,89.13,0.034,100,71.2,500,625,128,0.8,1
SwedishLeaf,163.22,0.031,100,73.6,500,625,128,0.8,1
SwedishLeaf,169.73,0.038,100,70.88,500,625,128,0.8,1
SwedishLeaf,169.86,0.057,100,69.6,500,625,128,0.8,1
SwedishLeaf,170.15,0.033,100,71.2,500,625,128,0.8,1
SwedishLeaf,179.73,0.051,100,73.76,500,625,128,0.8,1
SwedishLeaf,114.59,0.033,100,73.92,500,625,128,0.8,1
SwedishLeaf,115.39,0.048,100,73.12,500,625,128,0.8,1
SwedishLeaf,189.23,0.063,100,74.24,500,625,128,0.8,1
SwedishLeaf,182.67,0.034,100,73.12,500,625,128,0.8,1
SwedishLeaf,117.98,0.033,100,74.24,500,625,128,0.8,1
SwedishLeaf,118.87,0.032,100,69.76,500,625,128,0.8,1
SwedishLeaf,118.93,0.035,100,73.6,500,625,128,0.8,1
SwedishLeaf,185.18,0.039,100,73.6,500,625,128,0.8,1
SwedishLeaf,156.98,0.049,100,69.76,500,625,128,0.8,1
SwedishLeaf,188.7,0.036,100,74.56,500,625,128,0.8,1
SwedishLeaf,150.37,0.035,100,74.72,500,625,128,0.8,1
SwedishLeaf,197.5,0.064,100,72.16,500,625,128,0.8,1
SwedishLeaf,214.4,0.051,100,71.52,500,625,128,0.8,1
SwedishLeaf,200.63,0.054,100,71.04,500,625,128,0.8,1
SwedishLeaf,136.69,0.036,100,71.68,500,625,128,0.8,1
SwedishLeaf,137.45,0.036,100,72.32,500,625,128,0.8,1
SwedishLeaf,141.41,0.034,100,74.08,500,625,128,0.8,1
SwedishLeaf,147.5,0.033,100,69.76,500,625,128,0.8,1
SwedishLeaf,166.06,0.035,100,72.16,500,625,128,0.8,1
SwedishLeaf,153.88,0.038,100,72,500,625,128,0.8,1
SwedishLeaf,224.11,0.035,100,70.88,500,625,128,0.8,1
SwedishLeaf,165.41,0.051,100,71.2,500,625,128,0.8,1
SwedishLeaf,171.4,0.047,100,70.56,500,625,128,0.8,1
SwedishLeaf,252.04,0.048,100,74.24,500,625,128,0.8,1
SwedishLeaf,189.43,0.071,100,71.52,500,625,128,0.8,1
SwedishLeaf,175.85,0.042,100,71.36,500,625,128,0.8,1
SwedishLeaf,190.7,0.032,100,71.84,500,625,128,0.8,1
SwedishLeaf,244.73,0.051,100,73.44,500,625,128,0.8,1
SwedishLeaf,194.27,0.033,100,72.8,500,625,128,0.8,1
SwedishLeaf,247.53,0.049,100,72.16,500,625,128,0.8,1
SwedishLeaf,248.04,0.035,100,71.84,500,625,128,0.8,1
SwedishLeaf,252.2,0.039,100,70.24,500,625,128,0.8,1
SwedishLeaf,201.82,0.032,100,70.88,500,625,128,0.8,1
SwedishLeaf,234.9,0.065,100,69.44,500,625,128,0.8,1
SwedishLeaf,256.1,0.032,100,70.88,500,625,128,0.8,1
SwedishLeaf,270.73,0.067,100,72.32,500,625,128,0.8,1
SwedishLeaf,191.27,0.066,100,74.24,500,625,128,0.8,1
SwedishLeaf,260.22,0.038,100,70.24,500,625,128,0.8,1
SwedishLeaf,242.8,0.046,100,72.16,500,625,128,0.8,1
SwedishLeaf,269.72,0.034,100,74.88,500,625,128,0.8,1
SwedishLeaf,211.87,0.054,100,72.32,500,625,128,0.8,1
SwedishLeaf,272.11,0.039,100,72.96,500,625,128,0.8,1
SwedishLeaf,208.13,0.039,100,70.4,500,625,128,0.8,1
SwedishLeaf,251.26,0.039,100,74.08,500,625,128,0.8,1
SwedishLeaf,233.57,0.049,100,74.24,500,625,128,0.8,1
SwedishLeaf,235.61,0.054,100,72.64,500,625,128,0.8,1
SwedishLeaf,242.27,0.048,100,72.16,500,625,128,0.8,1
SwedishLeaf,317.01,0.05,100,72.48,500,625,128,0.8,1
SwedishLeaf,333.23,0.072,100,70.4,500,625,128,0.8,1
SwedishLeaf,334.36,0.045,100,71.68,500,625,128,0.8,1
SwedishLeaf,336.93,0.05,100,73.28,500,625,128,0.8,1
SwedishLeaf,272.7,0.048,100,71.84,500,625,128,0.8,1
SwedishLeaf,295.04,0.052,100,72.32,500,625,128,0.8,1
SwedishLeaf,320.18,0.069,100,72.16,500,625,128,0.8,1
SwedishLeaf,289,0.071,100,75.2,500,625,128,0.8,1
SwedishLeaf,358.64,0.046,100,76.48,500,625,128,0.8,1
SwedishLeaf,294.86,0.048,100,71.36,500,625,128,0.8,1
SwedishLeaf,296.33,0.036,100,73.6,500,625,128,0.8,1
SwedishLeaf,366.58,0.067,100,74.08,500,625,128,0.8,1
SwedishLeaf,386.18,0.049,100,69.6,500,625,128,0.8,1
SwedishLeaf,389.21,0.077,100,75.04,500,625,128,0.8,1
SwedishLeaf,344.95,0.052,100,72.64,500,625,128,0.8,1
SwedishLeaf,399.68,0.067,100,71.52,500,625,128,0.8,1
SwedishLeaf,358.57,0.053,100,71.36,500,625,128,0.8,1
SwedishLeaf,359.53,0.036,100,69.28,500,625,128,0.8,1
SwedishLeaf,413.61,0.049,100,72.16,500,625,128,0.8,1
SwedishLeaf,428.99,0.076,100,73.44,500,625,128,0.8,1
SwedishLeaf,372.88,0.034,100,71.68,500,625,128,0.8,1
SwedishLeaf,451.01,0.068,100,70.08,500,625,128,0.8,1
SwedishLeaf,401.93,0.052,100,73.6,500,625,128,0.8,1
SwedishLeaf,460.15,0.067,100,69.12,500,625,128,0.8,1
SwedishLeaf,396.72,0.037,100,73.12,500,625,128,0.8,1
SwedishLeaf,396.89,0.046,100,71.84,500,625,128,0.8,1
SwedishLeaf,413.08,0.057,100,69.76,500,625,128,0.8,1
SwedishLeaf,404.22,0.048,100,71.2,500,625,128,0.8,1
SwedishLeaf,423.37,0.065,100,72.48,500,625,128,0.8,1
SwedishLeaf,451.31,0.047,100,70.88,500,625,128,0.8,1
SwedishLeaf,501.21,0.038,100,70.08,500,625,128,0.8,1
SwedishLeaf,587.31,0.048,100,70.56,500,625,128,0.8,1
SwedishLeaf,691.98,0.085,100,71.68,500,625,128,0.8,1
SwedishLeaf,788.53,0.067,100,71.68,500,625,128,0.8,1
Symbols,0.79,0.135,100,85.1256,25,995,398,0.9,1
Symbols,0.86,0.086,100,90.1508,25,995,398,0.9,1
Symbols,0.5,0.062,100,84.3216,25,995,398,0.9,1
Symbols,0.51,0.058,100,85.3266,25,995,398,0.9,1
Symbols,0.56,0.054,100,86.2312,25,995,398,0.9,1
Symbols,0.62,0.098,100,88.3417,25,995,398,0.9,1
Symbols,0.66,0.091,100,91.8593,25,995,398,0.9,1
Symbols,0.7,0.086,100,91.5578,25,995,398,0.9,1
Symbols,0.72,0.078,100,85.8291,25,995,398,0.9,1
Symbols,0.85,0.123,100,80.402,25,995,398,0.9,1
Symbols,1.03,0.109,100,90.1508,25,995,398,0.9,1
Symbols,0.46,0.051,100,87.0352,25,995,398,0.9,1
Symbols,0.48,0.082,100,92.2613,25,995,398,0.9,1
Symbols,0.65,0.093,100,90.0503,25,995,398,0.9,1
Symbols,0.7,0.1,100,92.5628,25,995,398,0.9,1
Symbols,0.8,0.067,100,83.8191,25,995,398,0.9,1
Symbols,0.79,0.112,100,89.2462,25,995,398,0.9,1
Symbols,0.49,0.086,100,87.3367,25,995,398,0.9,1
Symbols,0.69,0.109,100,92.5628,25,995,398,0.9,1
Symbols,0.7,0.103,100,83.5176,25,995,398,0.9,1
Symbols,0.49,0.062,100,92.1608,25,995,398,0.9,1
Symbols,0.58,0.071,100,90.6533,25,995,398,0.9,1
Symbols,0.65,0.103,100,81.3065,25,995,398,0.9,1
Symbols,0.87,0.16,100,86.0302,25,995,398,0.9,1
Symbols,1,0.155,100,91.7588,25,995,398,0.9,1
Symbols,1.03,0.128,100,92.9648,25,995,398,0.9,1
Symbols,1.06,0.116,100,89.7487,25,995,398,0.9,1
Symbols,0.55,0.065,100,91.6583,25,995,398,0.9,1
Symbols,0.7,0.111,100,88.0402,25,995,398,0.9,1
Symbols,0.78,0.09,100,91.6583,25,995,398,0.9,1
Symbols,0.84,0.123,100,89.8492,25,995,398,0.9,1
Symbols,0.5,0.073,100,84.5226,25,995,398,0.9,1
Symbols,0.52,0.081,100,84.3216,25,995,398,0.9,1
Symbols,0.53,0.084,100,85.2261,25,995,398,0.9,1
Symbols,0.76,0.115,100,82.7136,25,995,398,0.9,1
Symbols,0.74,0.162,100,83.7186,25,995,398,0.9,1
Symbols,0.52,0.072,100,89.6482,25,995,398,0.9,1
Symbols,0.54,0.072,100,91.1558,25,995,398,0.9,1
Symbols,0.46,0.071,100,86.0302,25,995,398,0.9,1
Symbols,0.54,0.06,100,91.5578,25,995,398,0.9,1
Symbols,0.56,0.076,100,73.4673,25,995,398,0.9,1
Symbols,0.52,0.069,100,89.5477,25,995,398,0.9,1
Symbols,0.56,0.142,100,84.7236,25,995,398,0.9,1
Symbols,0.59,0.099,100,86.8342,25,995,398,0.9,1
Symbols,0.59,0.08,100,89.3467,25,995,398,0.9,1
Symbols,0.65,0.072,100,84.6231,25,995,398,0.9,1
Symbols,0.7,0.096,100,90.7538,25,995,398,0.9,1
Symbols,0.69,0.092,100,88.7437,25,995,398,0.9,1
Symbols,0.73,0.104,100,89.2462,25,995,398,0.9,1
Symbols,0.76,0.073,100,90.2513,25,995,398,0.9,1
Symbols,0.71,0.114,100,88.1407,25,995,398,0.9,1
Symbols,0.75,0.09,100,76.1809,25,995,398,0.9,1
Symbols,0.83,0.099,100,90.3518,25,995,398,0.9,1
Symbols,0.77,0.132,100,90.6533,25,995,398,0.9,1
Symbols,0.8,0.131,100,84.1206,25,995,398,0.9,1
Symbols,0.8,0.119,100,84.2211,25,995,398,0.9,1
Symbols,0.86,0.109,100,92.6633,25,995,398,0.9,1
Symbols,1.05,0.121,100,86.5327,25,995,398,0.9,1
Symbols,1.12,0.185,100,86.2312,25,995,398,0.9,1
Symbols,1.21,0.141,100,91.0553,25,995,398,0.9,1
Symbols,0.46,0.059,100,84.8241,25,995,398,0.9,1
Symbols,0.5,0.067,100,85.7286,25,995,398,0.9,1
Symbols,0.54,0.073,100,85.2261,25,995,398,0.9,1
Symbols,0.61,0.057,100,90.8543,25,995,398,0.9,1
Symbols,0.57,0.062,100,89.2462,25,995,398,0.9,1
Symbols,0.63,0.126,100,72.8643,25,995,398,0.9,1
Symbols,0.77,0.087,100,89.6482,25,995,398,0.9,1
Symbols,0.76,0.11,100,90.7538,25,995,398,0.9,1
Symbols,0.75,0.108,100,86.5327,25,995,398,0.9,1
Symbols,0.82,0.088,100,89.9497,25,995,398,0.9,1
Symbols,0.92,0.198,100,89.9497,25,995,398,0.9,1
Symbols,0.76,0.127,100,86.6332,25,995,398,0.9,1
Symbols,1.12,0.055,100,90.2513,25,995,398,0.9,1
Symbols,1.16,0.074,100,92.0603,25,995,398,0.9,1
Symbols,1.11,0.074,100,84.6231,25,995,398,0.9,1
Symbols,0.61,0.078,100,90.3518,25,995,398,0.9,1
Symbols,0.65,0.1,100,91.2563,25,995,398,0.9,1
Symbols,1.69,0.064,100,84.2211,25,995,398,0.9,1
Symbols,1.2,0.098,100,70.3518,25,995,398,0.9,1
Symbols,0.55,0.071,100,90.3518,25,995,398,0.9,1
Symbols,1.7,0.057,100,86.9347,25,995,398,0.9,1
Symbols,1.37,0.061,100,83.8191,25,995,398,0.9,1
Symbols,0.57,0.069,100,88.9447,25,995,398,0.9,1
Symbols,0.61,0.078,100,87.0352,25,995,398,0.9,1
Symbols,0.79,0.123,100,91.8593,25,995,398,0.9,1
Symbols,0.77,0.129,100,85.8291,25,995,398,0.9,1
Symbols,0.49,0.061,100,77.3869,25,995,398,0.9,1
Symbols,0.48,0.073,100,79.598,25,995,398,0.9,1
Symbols,0.52,0.071,100,90.7538,25,995,398,0.9,1
Symbols,0.57,0.064,100,90.0503,25,995,398,0.9,1
synthetic_control,9.86,0.006,100,87.6667,300,300,60,0.7,1
synthetic_control,10.32,0.007,100,92,300,300,60,0.7,1
synthetic_control,11.36,0.011,100,92,300,300,60,0.7,1
synthetic_control,13.67,0.009,100,93,300,300,60,0.7,1
synthetic_control,8.02,0.008,99.6667,89.3333,300,300,60,0.7,1
synthetic_control,19.82,0.007,100,88.6667,300,300,60,0.7,1
synthetic_control,13.47,0.008,99.3333,91.6667,300,300,60,0.7,1
synthetic_control,15.74,0.012,100,89.6667,300,300,60,0.7,1
synthetic_control,9.31,0.007,100,89.3333,300,300,60,0.7,1
synthetic_control,10.41,0.006,99.6667,90,300,300,60,0.7,1
synthetic_control,10.86,0.008,99.6667,91.3333,300,300,60,0.7,1
synthetic_control,11.06,0.007,99.3333,93,300,300,60,0.7,1
synthetic_control,11.56,0.009,100,92.6667,300,300,60,0.7,1
synthetic_control,12.91,0.009,100,91,300,300,60,0.7,1
synthetic_control,13.2,0.01,99.6667,91,300,300,60,0.7,1
synthetic_control,13.86,0.01,99.3333,90.6667,300,300,60,0.7,1
synthetic_control,13.81,0.009,99,93,300,300,60,0.7,1
synthetic_control,14.71,0.01,99.6667,92,300,300,60,0.7,1
synthetic_control,9.68,0.008,99,91,300,300,60,0.7,1
synthetic_control,12.97,0.009,99.3333,91.6667,300,300,60,0.7,1
synthetic_control,13.46,0.011,99,91,300,300,60,0.7,1
synthetic_control,13.89,0.015,100,87.6667,300,300,60,0.7,1
synthetic_control,16.35,0.012,100,91,300,300,60,0.7,1
synthetic_control,20.27,0.012,100,92.3333,300,300,60,0.7,1
synthetic_control,11.39,0.008,100,89,300,300,60,0.7,1
synthetic_control,12.02,0.009,99.6667,90,300,300,60,0.7,1
synthetic_control,13.71,0.009,99.3333,94,300,300,60,0.7,1
synthetic_control,14.36,0.015,99.6667,88,300,300,60,0.7,1
synthetic_control,11.11,0.009,100,90.3333,300,300,60,0.7,1
synthetic_control,17.03,0.012,99.6667,95,300,300,60,0.7,1
synthetic_control,11.65,0.011,100,89.3333,300,300,60,0.7,1
synthetic_control,11.85,0.008,100,90,300,300,60,0.7,1
synthetic_control,18.17,0.011,99.6667,88.6667,300,300,60,0.7,1
synthetic_control,8.99,0.007,99,92.6667,300,300,60,0.7,1
synthetic_control,9.2,0.008,99.6667,92.6667,300,300,60,0.7,1
synthetic_control,9.56,0.007,100,93,300,300,60,0.7,1
synthetic_control,9.91,0.007,100,93.6667,300,300,60,0.7,1
synthetic_control,10.28,0.007,99.6667,91,300,300,60,0.7,1
synthetic_control,10.3,0.008,99.3333,89,300,300,60,0.7,1
synthetic_control,10.26,0.007,100,91,300,300,60,0.7,1
synthetic_control,10.74,0.007,100,88,300,300,60,0.7,1
synthetic_control,11.16,0.009,99.6667,92.3333,300,300,60,0.7,1
synthetic_control,11.24,0.01,100,92.3333,300,300,60,0.7,1
synthetic_control,11.72,0.007,99.6667,91.6667,300,300,60,0.7,1
synthetic_control,12.26,0.01,100,91.6667,300,300,60,0.7,1
synthetic_control,12.42,0.007,99.6667,91.3333,300,300,60,0.7,1
synthetic_control,12.85,0.01,99.6667,92,300,300,60,0.7,1
synthetic_control,13.04,0.011,100,94.3333,300,300,60,0.7,1
synthetic_control,13.38,0.014,99.6667,91.3333,300,300,60,0.7,1
synthetic_control,13.52,0.008,99.6667,88.6667,300,300,60,0.7,1
synthetic_control,13.54,0.015,99.6667,92,300,300,60,0.7,1
synthetic_control,13.69,0.01,99.6667,93.6667,300,300,60,0.7,1
synthetic_control,8.35,0.007,99.3333,93.6667,300,300,60,0.7,1
synthetic_control,15.64,0.011,99.3333,90,300,300,60,0.7,1
synthetic_control,9.6,0.006,99.3333,87.3333,300,300,60,0.7,1
synthetic_control,16.42,0.012,99.6667,90.3333,300,300,60,0.7,1
synthetic_control,16.49,0.014,99,91.6667,300,300,60,0.7,1
synthetic_control,16.63,0.009,100,93.6667,300,300,60,0.7,1
synthetic_control,10.37,0.004,99,94.3333,300,300,60,0.7,1
synthetic_control,10.58,0.006,99.6667,90.6667,300,300,60,0.7,1
synthetic_control,17.69,0.014,99.3333,92,300,300,60,0.7,1
synthetic_control,21,0.015,99.3333,86,300,300,60,0.7,1
synthetic_control,9.21,0.007,99.3333,91.6667,300,300,60,0.7,1
synthetic_control,23.1,0.016,100,91.6667,300,300,60,0.7,1
synthetic_control,12.77,0.009,100,91.3333,300,300,60,0.7,1
synthetic_control,25.51,0.015,99.3333,91.3333,300,300,60,0.7,1
synthetic_control,26.83,0.012,100,92,300,300,60,0.7,1
synthetic_control,13.64,0.011,100,85,300,300,60,0.7,1
synthetic_control,14.59,0.009,100,86,300,300,60,0.7,1
synthetic_control,14.91,0.006,99.3333,89.3333,300,300,60,0.7,1
synthetic_control,11.49,0.008,99.6667,91.6667,300,300,60,0.7,1
synthetic_control,15.67,0.014,99.3333,91.3333,300,300,60,0.7,1
synthetic_control,10.3,0.008,99.6667,93.3333,300,300,60,0.7,1
synthetic_control,11.99,0.01,99.6667,90.6667,300,300,60,0.7,1
synthetic_control,12.82,0.011,99.6667,88,300,300,60,0.7,1
synthetic_control,14.73,0.009,99.6667,90,300,300,60,0.7,1
synthetic_control,9.88,0.005,99.3333,88.3333,300,300,60,0.7,1
synthetic_control,12.6,0.009,100,88,300,300,60,0.7,1
synthetic_control,13.06,0.012,99.6667,90,300,300,60,0.7,1
synthetic_control,13.14,0.008,100,92,300,300,60,0.7,1
synthetic_control,13.5,0.008,99.6667,92.6667,300,300,60,0.7,1
synthetic_control,13.56,0.01,100,91.3333,300,300,60,0.7,1
synthetic_control,13.63,0.008,100,91.3333,300,300,60,0.7,1
synthetic_control,14.03,0.011,100,93,300,300,60,0.7,1
synthetic_control,14.16,0.007,99.6667,94,300,300,60,0.7,1
synthetic_control,15.46,0.007,100,92.3333,300,300,60,0.7,1
synthetic_control,16.16,0.01,99.6667,94,300,300,60,0.7,1
synthetic_control,19.3,0.015,100,94.6667,300,300,60,0.7,1
synthetic_control,11.38,0.009,98.6667,92,300,300,60,0.7,1
synthetic_control,11.92,0.01,99.6667,90.3333,300,300,60,0.7,1
synthetic_control,12.93,0.01,100,90,300,300,60,0.7,1
synthetic_control,15.57,0.013,99.6667,91.3333,300,300,60,0.7,1
synthetic_control,16.28,0.014,99.6667,94,300,300,60,0.7,1
synthetic_control,16.29,0.013,100,90.3333,300,300,60,0.7,1
synthetic_control,13.33,0.007,100,91,300,300,60,0.7,1
synthetic_control,14.3,0.009,100,88,300,300,60,0.7,1
synthetic_control,9.4,0.009,99.3333,91.3333,300,300,60,0.7,1
synthetic_control,11.38,0.007,100,91.3333,300,300,60,0.7,1
synthetic_control,11.59,0.008,99.6667,89,300,300,60,0.7,1
synthetic_control,12.62,0.006,99.6667,89,300,300,60,0.7,1
ToeSegmentation1,0.98,0.02,100,89.9123,40,228,277,0.025,0.2
ToeSegmentation1,1.08,0.013,100,92.9825,40,228,277,0.025,0.2
ToeSegmentation1,1.25,0.013,100,91.6667,40,228,277,0.025,0.2
ToeSegmentation1,2.74,0.02,100,89.9123,40,228,277,0.025,0.2
ToeSegmentation1,1.37,0.027,100,89.9123,40,228,277,0.025,0.2
ToeSegmentation1,2.57,0.026,100,88.1579,40,228,277,0.025,0.2
ToeSegmentation1,2.68,0.019,100,88.1579,40,228,277,0.025,0.2
ToeSegmentation1,2.76,0.021,100,89.0351,40,228,277,0.025,0.2
ToeSegmentation1,3.15,0.033,100,80.2632,40,228,277,0.025,0.2
ToeSegmentation1,3.17,0.02,100,89.0351,40,228,277,0.025,0.2
ToeSegmentation1,1.48,0.02,100,92.5439,40,228,277,0.025,0.2
ToeSegmentation1,2.78,0.027,100,82.0175,40,228,277,0.025,0.2
ToeSegmentation1,3.23,0.04,100,90.7895,40,228,277,0.025,0.2
ToeSegmentation1,1.1,0.014,100,90.7895,40,228,277,0.025,0.2
ToeSegmentation1,3.35,0.037,100,91.6667,40,228,277,0.025,0.2
ToeSegmentation1,3.26,0.032,100,90.3509,40,228,277,0.025,0.2
ToeSegmentation1,1.27,0.015,100,92.5439,40,228,277,0.025,0.2
ToeSegmentation1,2.63,0.023,100,92.9825,40,228,277,0.025,0.2
ToeSegmentation1,1.61,0.028,100,89.9123,40,228,277,0.025,0.2
ToeSegmentation1,1.69,0.021,100,93.8596,40,228,277,0.025,0.2
ToeSegmentation1,1.76,0.032,100,91.6667,40,228,277,0.025,0.2
ToeSegmentation1,3.29,0.032,100,90.3509,40,228,277,0.025,0.2
ToeSegmentation1,2.05,0.017,100,94.7368,40,228,277,0.025,0.2
ToeSegmentation1,2.7,0.018,100,91.2281,40,228,277,0.025,0.2
ToeSegmentation1,3.18,0.025,100,96.0526,40,228,277,0.025,0.2
ToeSegmentation1,1.03,0.021,100,92.5439,40,228,277,0.025,0.2
ToeSegmentation1,1.42,0.013,100,90.7895,40,228,277,0.025,0.2
ToeSegmentation1,2.49,0.021,100,90.3509,40,228,277,0.025,0.2
ToeSegmentation1,2.52,0.027,100,92.9825,40,228,277,0.025,0.2
ToeSegmentation1,2.59,0.021,100,89.4737,40,228,277,0.025,0.2
