Dataset,TrainingTime,TestingTime,TrainingAccuracy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen,EnsembleSize
ArrowHead,3.8,0.091,100,68,36,175,251,0.9,1,10
ArrowHead,3.83,0.095,100,66.8571,36,175,251,0.9,1,10
ArrowHead,5.92,0.161,100,67.4286,36,175,251,0.9,1,10
ArrowHead,3.75,0.096,100,69.7143,36,175,251,0.9,1,10
ArrowHead,5.72,0.156,100,68,36,175,251,0.9,1,10
ArrowHead,5.66,0.18,100,68.5714,36,175,251,0.9,1,10
ArrowHead,5.79,0.172,100,68,36,175,251,0.9,1,10
ArrowHead,4,0.098,100,69.1429,36,175,251,0.9,1,10
ArrowHead,5.85,0.174,100,68,36,175,251,0.9,1,10
ArrowHead,5.91,0.174,100,68.5714,36,175,251,0.9,1,10
ArrowHead,3.82,0.085,100,67.4286,36,175,251,0.9,1,10
ArrowHead,3.9,0.093,100,68.5714,36,175,251,0.9,1,10
ArrowHead,4.04,0.104,100,68,36,175,251,0.9,1,10
ArrowHead,3.96,0.102,100,68,36,175,251,0.9,1,10
ArrowHead,3.87,0.096,100,68,36,175,251,0.9,1,10
ArrowHead,4.06,0.104,100,67.4286,36,175,251,0.9,1,10
ArrowHead,17.55,0.392,100,68.5714,36,175,251,0.9,1,10
ArrowHead,5.68,0.161,100,66.8571,36,175,251,0.9,1,10
ArrowHead,5.79,0.172,100,67.4286,36,175,251,0.9,1,10
ArrowHead,5.66,0.17,100,68,36,175,251,0.9,1,10
ArrowHead,6.01,0.165,100,68,36,175,251,0.9,1,10
ArrowHead,5.72,0.179,100,67.4286,36,175,251,0.9,1,10
ArrowHead,5.78,0.176,100,68,36,175,251,0.9,1,10
ArrowHead,5.67,0.202,100,69.7143,36,175,251,0.9,1,10
ArrowHead,6.4,0.171,100,66.8571,36,175,251,0.9,1,10
ArrowHead,5.9,0.184,100,68,36,175,251,0.9,1,10
ArrowHead,3.77,0.104,100,70.8571,36,175,251,0.9,1,10
ArrowHead,3.96,0.095,100,67.4286,36,175,251,0.9,1,10
ArrowHead,5.77,0.173,100,68,36,175,251,0.9,1,10
ArrowHead,3.82,0.095,100,68,36,175,251,0.9,1,10
ArrowHead,5.55,0.152,100,68,36,175,251,0.9,1,10
ArrowHead,5.63,0.164,100,68,36,175,251,0.9,1,10
ArrowHead,5.77,0.164,100,68,36,175,251,0.9,1,10
ArrowHead,4.13,0.092,100,68,36,175,251,0.9,1,10
ArrowHead,5.55,0.168,100,68,36,175,251,0.9,1,10
ArrowHead,3.98,0.097,100,68,36,175,251,0.9,1,10
Beef,165.38,0.112,100,73.3333,30,30,470,0.025,0.2,10
Beef,186.63,0.107,100,70,30,30,470,0.025,0.2,10
Beef,172.12,0.112,100,70,30,30,470,0.025,0.2,10
Beef,205.04,0.109,100,70,30,30,470,0.025,0.2,10
Beef,196.46,0.105,100,70,30,30,470,0.025,0.2,10
Beef,202.59,0.104,100,76.6667,30,30,470,0.025,0.2,10
Beef,166.07,0.103,100,73.3333,30,30,470,0.025,0.2,10
Beef,177.8,0.113,100,73.3333,30,30,470,0.025,0.2,10
Beef,175.29,0.11,100,80,30,30,470,0.025,0.2,10
Beef,188.07,0.109,100,80,30,30,470,0.025,0.2,10
Beef,204.99,0.104,100,83.3333,30,30,470,0.025,0.2,10
Beef,202.39,0.101,100,76.6667,30,30,470,0.025,0.2,10
Beef,200.43,0.103,100,73.3333,30,30,470,0.025,0.2,10
Beef,168.48,0.108,100,73.3333,30,30,470,0.025,0.2,10
Beef,171.47,0.111,100,80,30,30,470,0.025,0.2,10
Beef,108.59,0.057,100,76.6667,30,30,470,0.025,0.2,10
Beef,169.37,0.108,100,76.6667,30,30,470,0.025,0.2,10
Beef,167.21,0.106,100,70,30,30,470,0.025,0.2,10
Beef,105.53,0.064,100,80,30,30,470,0.025,0.2,10
Beef,103.55,0.061,100,76.6667,30,30,470,0.025,0.2,10
Beef,105.28,0.063,100,76.6667,30,30,470,0.025,0.2,10
Beef,197.83,0.104,100,83.3333,30,30,470,0.025,0.2,10
Beef,97.58,0.062,100,80,30,30,470,0.025,0.2,10
Beef,107.37,0.063,100,76.6667,30,30,470,0.025,0.2,10
Beef,103.85,0.062,100,60,30,30,470,0.025,0.2,10
Beef,106.27,0.062,100,73.3333,30,30,470,0.025,0.2,10
Beef,214.91,0.109,100,80,30,30,470,0.025,0.2,10
Beef,170.51,0.107,100,73.3333,30,30,470,0.025,0.2,10
Beef,101.15,0.059,100,76.6667,30,30,470,0.025,0.2,10
Beef,104.36,0.062,100,80,30,30,470,0.025,0.2,10
Beef,100.84,0.063,100,73.3333,30,30,470,0.025,0.2,10
Beef,100.97,0.062,100,76.6667,30,30,470,0.025,0.2,10
Beef,108.47,0.059,100,73.3333,30,30,470,0.025,0.2,10
Beef,189.06,0.108,100,80,30,30,470,0.025,0.2,10
Beef,114.82,0.061,100,70,30,30,470,0.025,0.2,10
Beef,103.87,0.06,100,83.3333,30,30,470,0.025,0.2,10
Beef,105.06,0.064,100,73.3333,30,30,470,0.025,0.2,10
Beef,100.56,0.06,100,76.6667,30,30,470,0.025,0.2,10
Beef,104.25,0.061,100,73.3333,30,30,470,0.025,0.2,10
Beef,98.88,0.063,100,83.3333,30,30,470,0.025,0.2,10
Beef,94.11,0.067,100,76.6667,30,30,470,0.025,0.2,10
Beef,95.51,0.065,100,73.3333,30,30,470,0.025,0.2,10
Beef,106.47,0.064,100,80,30,30,470,0.025,0.2,10
Beef,180.7,0.111,100,73.3333,30,30,470,0.025,0.2,10
Beef,105.93,0.059,100,76.6667,30,30,470,0.025,0.2,10
Beef,181.57,0.102,100,73.3333,30,30,470,0.025,0.2,10
Beef,102.5,0.06,100,83.3333,30,30,470,0.025,0.2,10
Beef,102.41,0.063,100,73.3333,30,30,470,0.025,0.2,10
Beef,105.08,0.064,100,70,30,30,470,0.025,0.2,10
Beef,105.75,0.063,100,70,30,30,470,0.025,0.2,10
Beef,180.08,0.111,100,70,30,30,470,0.025,0.2,10
Beef,102.9,0.064,100,66.6667,30,30,470,0.025,0.2,10
Beef,116.58,0.066,100,80,30,30,470,0.025,0.2,10
Beef,113.21,0.059,100,80,30,30,470,0.025,0.2,10
Beef,104.31,0.062,100,63.3333,30,30,470,0.025,0.2,10
Beef,97.87,0.062,100,80,30,30,470,0.025,0.2,10
Beef,100.49,0.063,100,76.6667,30,30,470,0.025,0.2,10
Beef,108.96,0.06,100,76.6667,30,30,470,0.025,0.2,10
Beef,100.92,0.059,100,76.6667,30,30,470,0.025,0.2,10
Beef,92.89,0.065,100,66.6667,30,30,470,0.025,0.2,10
Beef,118.54,0.059,100,73.3333,30,30,470,0.025,0.2,10
Beef,102.55,0.059,100,73.3333,30,30,470,0.025,0.2,10
Beef,104.73,0.061,100,80,30,30,470,0.025,0.2,10
Beef,112.1,0.062,100,70,30,30,470,0.025,0.2,10
Beef,97.04,0.062,100,70,30,30,470,0.025,0.2,10
Beef,98.95,0.061,100,73.3333,30,30,470,0.025,0.2,10
Beef,201.09,0.101,100,66.6667,30,30,470,0.025,0.2,10
Beef,99.76,0.061,100,66.6667,30,30,470,0.025,0.2,10
Beef,106.88,0.061,100,73.3333,30,30,470,0.025,0.2,10
Beef,166.61,0.109,100,76.6667,30,30,470,0.025,0.2,10
Beef,99.32,0.066,100,73.3333,30,30,470,0.025,0.2,10
Beef,88.31,0.061,100,80,30,30,470,0.025,0.2,10
Beef,104.77,0.062,100,73.3333,30,30,470,0.025,0.2,10
Beef,97.8,0.063,100,73.3333,30,30,470,0.025,0.2,10
Beef,94.93,0.06,100,76.6667,30,30,470,0.025,0.2,10
Beef,102.31,0.062,100,70,30,30,470,0.025,0.2,10
Beef,103.79,0.061,100,70,30,30,470,0.025,0.2,10
Beef,209.14,0.105,100,73.3333,30,30,470,0.025,0.2,10
Beef,101.9,0.061,100,76.6667,30,30,470,0.025,0.2,10
Beef,106.34,0.063,100,73.3333,30,30,470,0.025,0.2,10
Beef,109.78,0.058,100,80,30,30,470,0.025,0.2,10
Beef,99.11,0.059,100,83.3333,30,30,470,0.025,0.2,10
Beef,99.63,0.071,100,76.6667,30,30,470,0.025,0.2,10
Beef,116.06,0.065,100,73.3333,30,30,470,0.025,0.2,10
Beef,94.9,0.063,100,66.6667,30,30,470,0.025,0.2,10
Beef,102.9,0.061,100,80,30,30,470,0.025,0.2,10
Beef,103.64,0.063,100,60,30,30,470,0.025,0.2,10
Beef,157.2,0.113,100,73.3333,30,30,470,0.025,0.2,10
Beef,107.69,0.06,100,76.6667,30,30,470,0.025,0.2,10
Beef,113.42,0.063,100,76.6667,30,30,470,0.025,0.2,10
Beef,226.49,0.104,100,66.6667,30,30,470,0.025,0.2,10
Beef,102.89,0.061,100,83.3333,30,30,470,0.025,0.2,10
Beef,168.01,0.112,100,63.3333,30,30,470,0.025,0.2,10
Beef,103.45,0.062,100,80,30,30,470,0.025,0.2,10
Beef,110.47,0.06,100,76.6667,30,30,470,0.025,0.2,10
Beef,103.82,0.058,100,76.6667,30,30,470,0.025,0.2,10
Beef,104.47,0.059,100,70,30,30,470,0.025,0.2,10
Beef,115.63,0.064,100,73.3333,30,30,470,0.025,0.2,10
Beef,112.04,0.06,100,73.3333,30,30,470,0.025,0.2,10
Beef,171.15,0.107,100,73.3333,30,30,470,0.025,0.2,10
BeetleFly,4.22,0.012,100,95,20,20,512,0.025,0.1,10
BeetleFly,3.39,0.013,100,100,20,20,512,0.025,0.1,10
BeetleFly,3.54,0.013,100,100,20,20,512,0.025,0.1,10
BeetleFly,3.6,0.014,100,95,20,20,512,0.025,0.1,10
BeetleFly,4.19,0.016,100,85,20,20,512,0.025,0.1,10
