Dataset,TrainingTime,TestingTime,TrainingAccuacy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen
Symbols,9.12,0.9730,100.0000,60.8040,25,995,398,99,265
Symbols,9.03,0.9790,100.0000,74.6734,25,995,398,99,265
Symbols,8.92,0.9340,100.0000,75.3769,25,995,398,99,265
ToeSegmentation1,13.01,0.0350,100.0000,90.7895,40,228,277,69,184
ToeSegmentation1,11.56,0.0370,100.0000,89.9123,40,228,277,69,184
ToeSegmentation1,12.67,0.0370,100.0000,88.5965,40,228,277,69,184
ToeSegmentation1,12.49,0.0370,100.0000,89.9123,40,228,277,69,184
ToeSegmentation1,12.44,0.0370,100.0000,90.7895,40,228,277,69,184
ToeSegmentation1,11.78,0.0360,100.0000,89.4737,40,228,277,69,184
ToeSegmentation1,11.60,0.0360,100.0000,89.9123,40,228,277,69,184
ToeSegmentation1,13.47,0.0360,100.0000,89.0351,40,228,277,69,184
ToeSegmentation1,11.89,0.0370,100.0000,89.0351,40,228,277,69,184
ToeSegmentation1,12.21,0.0350,100.0000,90.3509,40,228,277,69,184
ToeSegmentation2,6.78,0.0340,100.0000,83.0769,36,130,343,85,228
ToeSegmentation2,6.42,0.0350,100.0000,90.7692,36,130,343,85,228
ToeSegmentation2,9.08,0.0340,100.0000,87.6923,36,130,343,85,228
ToeSegmentation2,7.10,0.0340,100.0000,82.3077,36,130,343,85,228
ToeSegmentation2,8.57,0.0340,100.0000,83.0769,36,130,343,85,228
ToeSegmentation2,6.95,0.0340,100.0000,90.7692,36,130,343,85,228
ToeSegmentation2,8.48,0.0320,100.0000,83.8462,36,130,343,85,228
ToeSegmentation2,7.13,0.0350,100.0000,84.6154,36,130,343,85,228
ToeSegmentation2,6.69,0.0340,100.0000,83.8462,36,130,343,85,228
ToeSegmentation2,6.65,0.0340,100.0000,82.3077,36,130,343,85,228
Trace,9.40,0.0240,100.0000,100.0000,100,100,275,68,183
Trace,9.13,0.0250,100.0000,98.0000,100,100,275,68,183
Trace,8.75,0.0290,100.0000,98.0000,100,100,275,68,183
Trace,9.14,0.0260,100.0000,99.0000,100,100,275,68,183
Trace,8.93,0.0310,100.0000,100.0000,100,100,275,68,183
Trace,8.91,0.0270,100.0000,100.0000,100,100,275,68,183
Trace,9.13,0.0280,100.0000,100.0000,100,100,275,68,183
Trace,9.05,0.0240,100.0000,99.0000,100,100,275,68,183
Trace,8.99,0.0230,100.0000,98.0000,100,100,275,68,183
Trace,9.09,0.0260,100.0000,100.0000,100,100,275,68,183
TwoLeadECG,0.51,0.0520,100.0000,90.0790,23,1139,82,20,54
TwoLeadECG,0.56,0.0470,100.0000,91.4838,23,1139,82,20,54
TwoLeadECG,0.50,0.0130,100.0000,85.6014,23,1139,82,20,54
TwoLeadECG,0.51,0.0360,100.0000,93.0641,23,1139,82,20,54
TwoLeadECG,0.54,0.0220,100.0000,83.2309,23,1139,82,20,54
TwoLeadECG,0.58,0.0250,100.0000,86.4794,23,1139,82,20,54
TwoLeadECG,0.43,0.0230,100.0000,89.4644,23,1139,82,20,54
TwoLeadECG,0.55,0.0260,100.0000,90.2546,23,1139,82,20,54
TwoLeadECG,0.52,0.0380,100.0000,90.3424,23,1139,82,20,54
TwoLeadECG,0.49,0.0160,100.0000,89.0255,23,1139,82,20,54
Wine,94.58,0.0120,100.0000,66.6667,57,54,234,58,156
Wine,79.05,0.0080,100.0000,64.8148,57,54,234,58,156
Wine,75.27,0.0060,100.0000,75.9259,57,54,234,58,156
Wine,95.10,0.0140,100.0000,44.4444,57,54,234,58,156
Wine,101.73,0.0070,100.0000,50.0000,57,54,234,58,156
Wine,124.27,0.0180,100.0000,64.8148,57,54,234,58,156
Wine,83.61,0.0110,100.0000,55.5556,57,54,234,58,156
Wine,107.09,0.0170,100.0000,62.9630,57,54,234,58,156
Wine,94.40,0.0100,100.0000,79.6296,57,54,234,58,156
Wine,82.95,0.0100,100.0000,66.6667,57,54,234,58,156
synthetic_control,139.70,0.0130,100.0000,90.6667,300,300,60,15,40
synthetic_control,114.39,0.0120,99.6667,92.3333,300,300,60,15,40
synthetic_control,30.89,0.0120,100.0000,90.6667,300,300,60,15,40
synthetic_control,43.21,0.0130,100.0000,86.0000,300,300,60,15,40
synthetic_control,33.10,0.0120,99.6667,90.6667,300,300,60,15,40
synthetic_control,69.77,0.0130,99.6667,86.3333,300,300,60,15,40
synthetic_control,30.12,0.0120,100.0000,93.3333,300,300,60,15,40
synthetic_control,99.46,0.0120,100.0000,87.3333,300,300,60,15,40
synthetic_control,43.36,0.0130,100.0000,90.3333,300,300,60,15,40
synthetic_control,62.29,0.0120,100.0000,88.6667,300,300,60,15,40
