Dataset,TrainingTime,TestingTime,TrainingAccuacy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen,EnsembleSize
ToeSegmentation2,75.74,0.3310,100.0000,83.0769,36,130,343,85,228,10
ToeSegmentation2,62.17,0.3430,100.0000,86.1538,36,130,343,85,228,10
TwoLeadECG,1.26,0.2180,100.0000,92.5373,23,1139,82,20,54,10
TwoLeadECG,1.74,0.1770,100.0000,94.5566,23,1139,82,20,54,10
TwoLeadECG,1.17,0.2310,100.0000,93.6787,23,1139,82,20,54,10
TwoLeadECG,1.28,0.2350,100.0000,93.5031,23,1139,82,20,54,10
TwoLeadECG,1.25,0.1950,100.0000,95.9614,23,1139,82,20,54,10
TwoLeadECG,1.31,0.2610,100.0000,91.7471,23,1139,82,20,54,10
TwoLeadECG,1.22,0.1720,100.0000,91.7471,23,1139,82,20,54,10
TwoLeadECG,1.46,0.2010,100.0000,95.0834,23,1139,82,20,54,10
TwoLeadECG,1.79,0.2330,100.0000,94.5566,23,1139,82,20,54,10
TwoLeadECG,1.43,0.2160,100.0000,94.5566,23,1139,82,20,54,10
ArrowHead,206.35,0.5250,100.0000,65.1429,36,175,251,62,167,10
ArrowHead,205.49,0.4460,100.0000,64.0000,36,175,251,62,167,10
ArrowHead,216.69,0.5010,100.0000,66.2857,36,175,251,62,167,10
ArrowHead,212.80,0.4560,100.0000,70.2857,36,175,251,62,167,10
ArrowHead,202.78,0.4510,100.0000,64.0000,36,175,251,62,167,10
ArrowHead,205.39,0.3980,100.0000,63.4286,36,175,251,62,167,10
ArrowHead,195.00,0.4830,100.0000,66.8571,36,175,251,62,167,10
ArrowHead,208.80,0.4160,100.0000,64.5714,36,175,251,62,167,10
ArrowHead,205.53,0.4380,100.0000,64.0000,36,175,251,62,167,10
ArrowHead,220.83,0.4450,100.0000,67.4286,36,175,251,62,167,10
Beef,1883.55,0.4470,100.0000,56.6667,30,30,470,117,313,10
Beef,1715.44,0.4690,100.0000,66.6667,30,30,470,117,313,10
Beef,1821.08,0.4600,100.0000,60.0000,30,30,470,117,313,10
Beef,1756.45,0.4900,100.0000,60.0000,30,30,470,117,313,10
Beef,1719.38,0.4650,100.0000,66.6667,30,30,470,117,313,10
Beef,1825.66,0.4810,100.0000,53.3333,30,30,470,117,313,10
Beef,1740.58,0.5110,100.0000,63.3333,30,30,470,117,313,10
Beef,1852.62,0.4670,100.0000,63.3333,30,30,470,117,313,10
Beef,1870.35,0.4350,100.0000,63.3333,30,30,470,117,313,10
Beef,1818.78,0.4500,100.0000,66.6667,30,30,470,117,313,10
BeetleFly,268.98,0.1000,100.0000,75.0000,20,20,512,128,341,10
BeetleFly,271.88,0.1010,100.0000,75.0000,20,20,512,128,341,10
BeetleFly,261.50,0.1070,100.0000,80.0000,20,20,512,128,341,10
BeetleFly,176.13,0.1230,100.0000,75.0000,20,20,512,128,341,10
BeetleFly,228.81,0.1040,100.0000,75.0000,20,20,512,128,341,10
BeetleFly,265.32,0.1260,100.0000,80.0000,20,20,512,128,341,10
BeetleFly,268.00,0.1090,100.0000,70.0000,20,20,512,128,341,10
BeetleFly,277.71,0.1060,100.0000,70.0000,20,20,512,128,341,10
BeetleFly,247.27,0.1150,100.0000,75.0000,20,20,512,128,341,10
BeetleFly,261.06,0.1120,100.0000,85.0000,20,20,512,128,341,10
BirdChicken,678.56,0.0650,100.0000,90.0000,20,20,512,128,341,10
BirdChicken,682.80,0.0610,100.0000,90.0000,20,20,512,128,341,10
BirdChicken,677.33,0.0720,100.0000,90.0000,20,20,512,128,341,10
BirdChicken,690.24,0.0750,100.0000,85.0000,20,20,512,128,341,10
BirdChicken,700.20,0.0730,100.0000,90.0000,20,20,512,128,341,10
BirdChicken,688.78,0.0760,100.0000,90.0000,20,20,512,128,341,10
BirdChicken,656.54,0.0650,100.0000,90.0000,20,20,512,128,341,10
BirdChicken,684.20,0.0620,100.0000,90.0000,20,20,512,128,341,10
BirdChicken,660.33,0.0630,100.0000,90.0000,20,20,512,128,341,10
BirdChicken,704.83,0.0740,100.0000,90.0000,20,20,512,128,341,10
ECG200,455.69,0.0400,100.0000,82.0000,100,100,96,24,64,10
ECG200,483.40,0.0440,100.0000,82.0000,100,100,96,24,64,10
ECG200,514.36,0.0440,100.0000,85.0000,100,100,96,24,64,10
ECG200,499.67,0.0420,100.0000,83.0000,100,100,96,24,64,10
ECG200,475.22,0.0460,100.0000,76.0000,100,100,96,24,64,10
ECG200,491.88,0.0420,100.0000,81.0000,100,100,96,24,64,10
ECG200,553.35,0.0510,100.0000,76.0000,100,100,96,24,64,10
ECG200,510.72,0.0460,100.0000,81.0000,100,100,96,24,64,10
ECG200,494.31,0.0520,100.0000,81.0000,100,100,96,24,64,10
ECG200,478.69,0.0400,100.0000,82.0000,100,100,96,24,64,10
Gun_Point,75.55,0.0780,100.0000,97.3333,50,150,150,37,100,10
Gun_Point,72.75,0.0830,100.0000,98.0000,50,150,150,37,100,10
Gun_Point,73.90,0.0770,100.0000,96.6667,50,150,150,37,100,10
Gun_Point,66.95,0.0790,100.0000,94.6667,50,150,150,37,100,10
Gun_Point,70.59,0.0770,100.0000,97.3333,50,150,150,37,100,10
Gun_Point,67.20,0.0610,100.0000,96.6667,50,150,150,37,100,10
Gun_Point,71.25,0.0750,100.0000,96.6667,50,150,150,37,100,10
Gun_Point,71.87,0.0930,100.0000,98.0000,50,150,150,37,100,10
Gun_Point,74.38,0.0870,100.0000,99.3333,50,150,150,37,100,10
Gun_Point,68.58,0.0620,100.0000,96.6667,50,150,150,37,100,10
Meat,213.01,0.4150,100.0000,91.6667,60,60,448,112,298,10
Meat,225.82,0.4340,100.0000,90.0000,60,60,448,112,298,10
Meat,236.65,0.3980,100.0000,88.3333,60,60,448,112,298,10
Meat,228.86,0.3900,100.0000,86.6667,60,60,448,112,298,10
Meat,212.22,0.3730,100.0000,86.6667,60,60,448,112,298,10
Meat,221.69,0.4380,100.0000,90.0000,60,60,448,112,298,10
Meat,210.07,0.3790,100.0000,86.6667,60,60,448,112,298,10
Meat,225.67,0.3830,100.0000,86.6667,60,60,448,112,298,10
Meat,224.99,0.4280,100.0000,88.3333,60,60,448,112,298,10
Meat,231.48,0.3730,100.0000,86.6667,60,60,448,112,298,10
OliveOil,660.04,0.3120,100.0000,83.3333,30,30,570,142,380,10
OliveOil,635.80,0.3020,100.0000,83.3333,30,30,570,142,380,10
OliveOil,678.62,0.2980,100.0000,83.3333,30,30,570,142,380,10
OliveOil,578.29,0.3150,100.0000,83.3333,30,30,570,142,380,10
OliveOil,650.74,0.2900,100.0000,83.3333,30,30,570,142,380,10
OliveOil,739.40,0.3070,100.0000,83.3333,30,30,570,142,380,10
OliveOil,621.31,0.3120,100.0000,83.3333,30,30,570,142,380,10
OliveOil,621.66,0.3180,100.0000,83.3333,30,30,570,142,380,10
OliveOil,714.40,0.3030,100.0000,83.3333,30,30,570,142,380,10
OliveOil,646.13,0.2950,100.0000,83.3333,30,30,570,142,380,10
Plane,42.77,0.1510,100.0000,96.1905,105,105,144,36,96,10
Plane,42.50,0.1570,100.0000,96.1905,105,105,144,36,96,10
Plane,43.16,0.1540,100.0000,95.2381,105,105,144,36,96,10
Plane,45.25,0.1520,100.0000,96.1905,105,105,144,36,96,10
Plane,44.59,0.1510,100.0000,96.1905,105,105,144,36,96,10
Plane,43.76,0.1450,100.0000,96.1905,105,105,144,36,96,10
Plane,42.27,0.1530,100.0000,96.1905,105,105,144,36,96,10
Plane,44.07,0.1590,100.0000,96.1905,105,105,144,36,96,10
Plane,44.37,0.1450,100.0000,94.2857,105,105,144,36,96,10
Plane,44.47,0.1590,100.0000,96.1905,105,105,144,36,96,10
Symbols,85.79,10.2940,100.0000,81.0050,25,995,398,99,265,10
Symbols,83.52,10.3650,100.0000,81.4070,25,995,398,99,265,10
Symbols,82.90,10.5240,100.0000,91.9598,25,995,398,99,265,10
Symbols,83.49,9.9600,100.0000,81.7085,25,995,398,99,265,10
Symbols,84.89,10.4190,100.0000,82.5126,25,995,398,99,265,10
Symbols,84.56,10.0590,100.0000,82.0101,25,995,398,99,265,10
Symbols,84.83,10.2770,100.0000,82.7136,25,995,398,99,265,10
Symbols,83.80,10.3630,100.0000,84.9246,25,995,398,99,265,10
Symbols,82.72,10.1660,100.0000,83.5176,25,995,398,99,265,10
Symbols,83.37,10.1790,100.0000,83.8191,25,995,398,99,265,10
ToeSegmentation1,136.65,0.3500,100.0000,90.3509,40,228,277,69,184,10
ToeSegmentation1,129.25,0.3590,100.0000,89.9123,40,228,277,69,184,10
ToeSegmentation1,131.66,0.3650,100.0000,90.3509,40,228,277,69,184,10
ToeSegmentation1,136.29,0.3560,100.0000,91.2281,40,228,277,69,184,10
ToeSegmentation1,132.51,0.3520,100.0000,91.2281,40,228,277,69,184,10
ToeSegmentation1,142.55,0.3420,100.0000,91.6667,40,228,277,69,184,10
ToeSegmentation1,138.16,0.3640,100.0000,90.3509,40,228,277,69,184,10
ToeSegmentation1,133.03,0.3590,100.0000,90.3509,40,228,277,69,184,10
ToeSegmentation1,146.90,0.3310,100.0000,90.7895,40,228,277,69,184,10
ToeSegmentation1,134.20,0.3520,100.0000,92.1053,40,228,277,69,184,10
Trace,102.12,0.3150,100.0000,98.0000,100,100,275,68,183,10
Trace,103.85,0.3080,100.0000,100.0000,100,100,275,68,183,10
Trace,100.99,0.2840,100.0000,100.0000,100,100,275,68,183,10
Trace,102.47,0.2780,100.0000,100.0000,100,100,275,68,183,10
Trace,107.81,0.2670,100.0000,100.0000,100,100,275,68,183,10
Trace,105.79,0.2830,100.0000,100.0000,100,100,275,68,183,10
Trace,101.41,0.3050,100.0000,100.0000,100,100,275,68,183,10
Trace,100.11,0.2970,100.0000,100.0000,100,100,275,68,183,10
Trace,101.05,0.2760,100.0000,100.0000,100,100,275,68,183,10
Trace,107.00,0.2880,100.0000,100.0000,100,100,275,68,183,10
Wine,1336.54,0.1200,100.0000,72.2222,57,54,234,58,156,10
Wine,1290.97,0.1150,100.0000,72.2222,57,54,234,58,156,10
Wine,1273.83,0.0880,100.0000,59.2593,57,54,234,58,156,10
Wine,1280.15,0.1140,100.0000,68.5185,57,54,234,58,156,10
Wine,1234.96,0.1220,100.0000,75.9259,57,54,234,58,156,10
Wine,1272.01,0.1200,100.0000,61.1111,57,54,234,58,156,10
Wine,1256.47,0.1130,100.0000,64.8148,57,54,234,58,156,10
Wine,1330.59,0.1500,100.0000,68.5185,57,54,234,58,156,10
Wine,1212.58,0.1110,100.0000,77.7778,57,54,234,58,156,10
Wine,1303.35,0.1050,100.0000,70.3704,57,54,234,58,156,10
synthetic_control,3529.26,0.1220,100.0000,96.0000,300,300,60,15,40,10
synthetic_control,1201.02,0.1220,100.0000,96.6667,300,300,60,15,40,10
synthetic_control,3899.86,0.1210,100.0000,97.3333,300,300,60,15,40,10
synthetic_control,1368.53,0.1210,100.0000,97.0000,300,300,60,15,40,10
synthetic_control,970.90,0.1210,100.0000,96.6667,300,300,60,15,40,10
synthetic_control,13642.18,0.1230,100.0000,97.6667,300,300,60,15,40,10
synthetic_control,3507.44,0.1180,100.0000,95.6667,300,300,60,15,40,10
synthetic_control,9968.73,0.1190,100.0000,96.6667,300,300,60,15,40,10
synthetic_control,1409.50,0.1140,100.0000,96.0000,300,300,60,15,40,10
synthetic_control,21076.51,0.1150,100.0000,96.0000,300,300,60,15,40,10
Adiac,7151.60,1.4550,100.0000,64.7059,390,391,176,44,117,10
Adiac,6439.24,1.3930,100.0000,64.4501,390,391,176,44,117,10
Adiac,7444.25,1.4260,100.0000,64.7059,390,391,176,44,117,10
Adiac,7298.29,1.4140,100.0000,61.8926,390,391,176,44,117,10
Adiac,7316.26,1.3570,100.0000,62.6598,390,391,176,44,117,10
Adiac,6776.43,1.3990,100.0000,64.7059,390,391,176,44,117,10
Adiac,7281.47,1.3050,100.0000,63.9386,390,391,176,44,117,10
Adiac,7253.62,1.2830,100.0000,64.1944,390,391,176,44,117,10
Adiac,7296.04,1.3290,100.0000,63.1714,390,391,176,44,117,10
Adiac,7523.84,1.4010,100.0000,64.7059,390,391,176,44,117,10
InsectWingbeatSound,14676.05,11.3270,100.0000,57.9293,220,1980,256,64,170,10
InsectWingbeatSound,14416.00,11.6110,100.0000,57.6768,220,1980,256,64,170,10
InsectWingbeatSound,12181.18,11.3990,100.0000,56.4141,220,1980,256,64,170,10
InsectWingbeatSound,12960.49,11.6900,100.0000,57.2727,220,1980,256,64,170,10
InsectWingbeatSound,12564.08,11.4290,100.0000,56.6162,220,1980,256,64,170,10
InsectWingbeatSound,12486.31,11.4050,100.0000,57.4242,220,1980,256,64,170,10
InsectWingbeatSound,12901.34,11.4930,100.0000,57.0707,220,1980,256,64,170,10
InsectWingbeatSound,11639.94,11.4940,100.0000,57.6263,220,1980,256,64,170,10
InsectWingbeatSound,12243.48,11.3560,100.0000,58.0303,220,1980,256,64,170,10
InsectWingbeatSound,11993.80,11.6440,100.0000,58.7374,220,1980,256,64,170,10
Car,11309.29,0.5100,100.0000,78.3333,60,60,577,144,384,10
Car,11586.74,0.5910,100.0000,81.6667,60,60,577,144,384,10
Car,12035.95,0.5710,100.0000,81.6667,60,60,577,144,384,10
Car,11708.61,0.5790,100.0000,78.3333,60,60,577,144,384,10
Car,12121.03,0.5620,100.0000,76.6667,60,60,577,144,384,10
Car,11879.10,0.5510,100.0000,75.0000,60,60,577,144,384,10
Car,11864.40,0.5230,100.0000,75.0000,60,60,577,144,384,10
Car,11757.09,0.5350,100.0000,75.0000,60,60,577,144,384,10
Car,12054.23,0.5540,100.0000,75.0000,60,60,577,144,384,10
Car,12026.70,0.5380,100.0000,76.6667,60,60,577,144,384,10
DistalPhalanxOutlineAgeGroup,5300.14,0.2270,100.0000,83.0000,139,400,80,20,53,10
DistalPhalanxOutlineAgeGroup,5967.60,0.2140,100.0000,81.5000,139,400,80,20,53,10
DistalPhalanxOutlineAgeGroup,6998.63,0.2070,100.0000,83.0000,139,400,80,20,53,10
DistalPhalanxOutlineAgeGroup,6049.40,0.2100,100.0000,83.7500,139,400,80,20,53,10
DistalPhalanxOutlineAgeGroup,5923.02,0.1960,100.0000,84.5000,139,400,80,20,53,10
DistalPhalanxOutlineAgeGroup,6369.03,0.2080,100.0000,83.7500,139,400,80,20,53,10
DistalPhalanxOutlineAgeGroup,6399.37,0.2120,100.0000,82.5000,139,400,80,20,53,10
DistalPhalanxOutlineAgeGroup,6610.79,0.2040,100.0000,80.7500,139,400,80,20,53,10
DistalPhalanxOutlineAgeGroup,7358.79,0.2040,100.0000,82.2500,139,400,80,20,53,10
DistalPhalanxOutlineAgeGroup,6734.14,0.1980,100.0000,81.5000,139,400,80,20,53,10
DistalPhalanxTW,6125.83,0.2400,100.0000,75.2500,139,400,80,20,53,10
DistalPhalanxTW,4877.02,0.2410,100.0000,73.5000,139,400,80,20,53,10
DistalPhalanxTW,4847.76,0.2480,100.0000,75.5000,139,400,80,20,53,10
DistalPhalanxTW,7007.71,0.2380,100.0000,74.5000,139,400,80,20,53,10
DistalPhalanxTW,5480.39,0.2420,100.0000,73.7500,139,400,80,20,53,10
DistalPhalanxTW,5288.13,0.2480,100.0000,72.0000,139,400,80,20,53,10
DistalPhalanxTW,5020.92,0.2470,100.0000,74.5000,139,400,80,20,53,10
DistalPhalanxTW,5177.08,0.2500,100.0000,73.2500,139,400,80,20,53,10
DistalPhalanxTW,5545.62,0.2480,100.0000,76.0000,139,400,80,20,53,10
DistalPhalanxTW,4561.78,0.2530,100.0000,73.2500,139,400,80,20,53,10
Lighting7,3279.44,0.6940,100.0000,64.3836,70,73,319,79,212,10
Lighting7,3402.73,0.6890,100.0000,65.7534,70,73,319,79,212,10
Lighting7,3548.43,0.7010,100.0000,61.6438,70,73,319,79,212,10
Lighting7,3396.89,0.6950,100.0000,63.0137,70,73,319,79,212,10
Lighting7,3252.51,0.6850,100.0000,67.1233,70,73,319,79,212,10
Lighting7,3282.10,0.6890,100.0000,64.3836,70,73,319,79,212,10
Lighting7,3322.29,0.7060,100.0000,67.1233,70,73,319,79,212,10
Lighting7,3482.74,0.6800,100.0000,65.7534,70,73,319,79,212,10
Lighting7,3379.59,0.7100,100.0000,64.3836,70,73,319,79,212,10
Lighting7,3212.60,0.7150,100.0000,64.3836,70,73,319,79,212,10
MiddlePhalanxOutlineAgeGroup,13711.04,0.2170,100.0000,77.2500,154,400,80,20,53,10
MiddlePhalanxOutlineAgeGroup,13620.46,0.2300,100.0000,76.2500,154,400,80,20,53,10
MiddlePhalanxOutlineAgeGroup,13321.13,0.2050,100.0000,76.5000,154,400,80,20,53,10
MiddlePhalanxOutlineAgeGroup,13092.35,0.2280,100.0000,79.2500,154,400,80,20,53,10
MiddlePhalanxOutlineAgeGroup,14585.93,0.2240,100.0000,75.7500,154,400,80,20,53,10
MiddlePhalanxOutlineAgeGroup,14846.25,0.2270,100.0000,75.0000,154,400,80,20,53,10
MiddlePhalanxOutlineAgeGroup,13354.65,0.2270,100.0000,76.0000,154,400,80,20,53,10
MiddlePhalanxOutlineAgeGroup,12624.17,0.2130,100.0000,77.0000,154,400,80,20,53,10
MiddlePhalanxOutlineAgeGroup,12067.61,0.2190,100.0000,76.5000,154,400,80,20,53,10
MiddlePhalanxOutlineAgeGroup,12104.88,0.2190,100.0000,75.7500,154,400,80,20,53,10
MiddlePhalanxTW,8329.77,0.2380,100.0000,59.3985,154,399,80,20,53,10
MiddlePhalanxTW,8306.44,0.2270,100.0000,58.3960,154,399,80,20,53,10
MiddlePhalanxTW,7620.86,0.2360,100.0000,59.6491,154,399,80,20,53,10
MiddlePhalanxTW,7601.13,0.2350,100.0000,56.1404,154,399,80,20,53,10
MiddlePhalanxTW,8595.07,0.2260,100.0000,59.6491,154,399,80,20,53,10
MiddlePhalanxTW,8609.70,0.2280,100.0000,57.1429,154,399,80,20,53,10
MiddlePhalanxTW,7697.68,0.2340,100.0000,59.8997,154,399,80,20,53,10
MiddlePhalanxTW,8390.08,0.2430,100.0000,58.3960,154,399,80,20,53,10
