Dataset,TrainingTime,TestingTime,TrainingAccuracy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen
DistalPhalanxOutlineCorrect,2497.14,0.018,100,74.3333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2549.19,0.017,99.2754,71.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2576.67,0.018,100,78.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2844.68,0.016,99.6377,74.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3330.23,0.027,100,76.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3372.15,0.034,99.6377,72.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3075.89,0.015,99.2754,75,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3112.17,0.016,100,72.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2642.49,0.034,100,70.3333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2826.26,0.029,99.2754,76.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3739.54,0.029,99.6377,74.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2783.76,0.025,99.2754,72.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2846.79,0.03,99.6377,72.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2768.56,0.028,99.6377,76,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3062.86,0.03,100,70,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2876.09,0.029,100,70.3333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2859.59,0.03,100,71.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2925.05,0.03,100,72.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2969.78,0.022,99.6377,69.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3265.41,0.03,100,72.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3169.46,0.032,100,72.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2951.13,0.031,99.6377,69.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3219.17,0.023,100,69.3333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3262.67,0.032,100,74.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,2801.94,0.034,99.6377,74.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3126.87,0.027,99.6377,76.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3139.39,0.026,99.6377,69.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3252.26,0.026,99.6377,76.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3285.83,0.029,99.2754,71.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3295.66,0.029,100,70.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3383.1,0.025,99.6377,74.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3194.91,0.024,100,66.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3517.79,0.026,100,74.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3348.37,0.026,100,70.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3389.3,0.03,100,73.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3418.38,0.025,99.2754,69.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3302.98,0.026,99.6377,64,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3388.97,0.025,99.6377,73.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3213.93,0.028,100,71.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3160.27,0.025,100,69.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3205.09,0.031,100,74.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3223.3,0.031,99.6377,74,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3442.27,0.034,100,73.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3372.26,0.029,99.2754,70.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3197.57,0.03,99.6377,75.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3415.67,0.032,99.2754,71.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3096.55,0.029,100,73,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3569.67,0.028,99.6377,71.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3288.15,0.029,100,76.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3439.91,0.023,100,70,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3412.19,0.025,99.6377,74.3333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3567.3,0.029,99.6377,72.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3282.06,0.029,99.2754,70.3333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3598.31,0.021,99.6377,75.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3240.31,0.031,99.6377,73.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3436.09,0.041,99.6377,75.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3358.14,0.029,99.2754,74.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3648.51,0.031,100,70.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3553.14,0.028,99.6377,73.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3265.12,0.025,99.6377,73.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3594.45,0.028,99.6377,74.3333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3446.51,0.02,99.2754,72.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3253.14,0.028,99.6377,72,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3374.5,0.037,99.6377,69,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3355.09,0.033,100,71,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3521.79,0.023,99.6377,76.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3567.17,0.025,99.2754,73.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3333.56,0.032,100,75,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3442.22,0.032,99.6377,69.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3805.91,0.032,99.6377,68.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3608.36,0.031,99.6377,76,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3615.07,0.03,99.6377,72.3333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3577.63,0.025,100,73.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3480.41,0.031,100,72.3333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3443.1,0.03,100,74,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3889.64,0.026,99.6377,69.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3437.82,0.031,100,72.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3507.24,0.03,99.6377,70.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3575.84,0.033,100,77.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3757.15,0.027,100,73.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3664.07,0.03,100,73,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3699.96,0.032,99.2754,72.3333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3758.65,0.035,100,73,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3660.01,0.031,99.6377,71.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3640,0.032,99.6377,74.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3772.34,0.033,100,72,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3709.84,0.027,99.6377,74.5,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3950.99,0.036,100,71.1667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,3878.31,0.026,99.6377,66.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,4088.94,0.037,99.6377,73,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,4357.85,0.038,100,73,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,5140.89,0.032,100,72.8333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,5113.87,0.038,100,71,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,5218.01,0.033,99.2754,74.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,5812.1,0.035,100,71.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,6912.26,0.033,99.6377,72.3333,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,7449.07,0.029,100,73.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,7550.36,0.031,99.6377,72.6667,276,600,80,0.25,0.67
DistalPhalanxOutlineCorrect,12805.08,0.049,99.6377,72.1667,276,600,80,0.25,0.67
DistalPhalanxTW,184.83,0.026,100,68,139,400,80,0.25,0.67
DistalPhalanxTW,212.61,0.025,100,69.5,139,400,80,0.25,0.67
DistalPhalanxTW,279.6,0.024,100,68.25,139,400,80,0.25,0.67
DistalPhalanxTW,154.75,0.026,100,71,139,400,80,0.25,0.67
DistalPhalanxTW,239.03,0.026,100,69,139,400,80,0.25,0.67
DistalPhalanxTW,256.54,0.024,100,71.5,139,400,80,0.25,0.67
DistalPhalanxTW,246.59,0.025,100,66,139,400,80,0.25,0.67
DistalPhalanxTW,200.78,0.023,100,73.5,139,400,80,0.25,0.67
DistalPhalanxTW,185.43,0.016,100,67.5,139,400,80,0.25,0.67
DistalPhalanxTW,232.95,0.024,100,66.75,139,400,80,0.25,0.67
DistalPhalanxTW,177.11,0.025,100,71.25,139,400,80,0.25,0.67
DistalPhalanxTW,142.22,0.013,100,66.5,139,400,80,0.25,0.67
DistalPhalanxTW,450.19,0.023,100,72.5,139,400,80,0.25,0.67
DistalPhalanxTW,193.79,0.014,100,64,139,400,80,0.25,0.67
DistalPhalanxTW,275.04,0.02,100,72.5,139,400,80,0.25,0.67
DistalPhalanxTW,262.94,0.024,100,68,139,400,80,0.25,0.67
DistalPhalanxTW,185.18,0.022,100,71.5,139,400,80,0.25,0.67
DistalPhalanxTW,265.12,0.023,100,70,139,400,80,0.25,0.67
DistalPhalanxTW,173.61,0.014,100,70,139,400,80,0.25,0.67
DistalPhalanxTW,446.27,0.046,100,70,139,400,80,0.25,0.67
DistalPhalanxTW,329.48,0.026,100,66.25,139,400,80,0.25,0.67
DistalPhalanxTW,268.18,0.021,100,66.25,139,400,80,0.25,0.67
DistalPhalanxTW,171.02,0.014,100,70.5,139,400,80,0.25,0.67
DistalPhalanxTW,261.44,0.022,100,71,139,400,80,0.25,0.67
DistalPhalanxTW,213.84,0.025,100,65.25,139,400,80,0.25,0.67
DistalPhalanxTW,432.28,0.024,100,68.75,139,400,80,0.25,0.67
DistalPhalanxTW,263.93,0.023,100,67.25,139,400,80,0.25,0.67
DistalPhalanxTW,236.92,0.021,100,62.75,139,400,80,0.25,0.67
DistalPhalanxTW,170.55,0.025,100,71.75,139,400,80,0.25,0.67
DistalPhalanxTW,208.91,0.02,100,67.75,139,400,80,0.25,0.67
DistalPhalanxTW,181.78,0.014,100,66.75,139,400,80,0.25,0.67
DistalPhalanxTW,177.54,0.021,100,71,139,400,80,0.25,0.67
DistalPhalanxTW,171.67,0.024,100,70.75,139,400,80,0.25,0.67
DistalPhalanxTW,116.74,0.013,100,70.25,139,400,80,0.25,0.67
DistalPhalanxTW,239.47,0.024,100,68.5,139,400,80,0.25,0.67
DistalPhalanxTW,182.03,0.016,100,72.5,139,400,80,0.25,0.67
DistalPhalanxTW,141.98,0.014,100,67.75,139,400,80,0.25,0.67
DistalPhalanxTW,494.37,0.021,100,69.75,139,400,80,0.25,0.67
DistalPhalanxTW,221.62,0.026,100,69.25,139,400,80,0.25,0.67
DistalPhalanxTW,299.15,0.024,100,68.75,139,400,80,0.25,0.67
DistalPhalanxTW,251.47,0.024,100,65.25,139,400,80,0.25,0.67
DistalPhalanxTW,158.86,0.022,100,67.75,139,400,80,0.25,0.67
DistalPhalanxTW,228.55,0.021,100,72,139,400,80,0.25,0.67
DistalPhalanxTW,235.28,0.027,100,71,139,400,80,0.25,0.67
DistalPhalanxTW,205.07,0.026,100,70.25,139,400,80,0.25,0.67
DistalPhalanxTW,158.31,0.013,100,69,139,400,80,0.25,0.67
DistalPhalanxTW,243.12,0.025,100,71,139,400,80,0.25,0.67
DistalPhalanxTW,143.79,0.015,100,69.25,139,400,80,0.25,0.67
DistalPhalanxTW,227.57,0.024,100,71,139,400,80,0.25,0.67
DistalPhalanxTW,240.92,0.023,100,66.75,139,400,80,0.25,0.67
DistalPhalanxTW,230.52,0.023,100,68.75,139,400,80,0.25,0.67
DistalPhalanxTW,152.08,0.014,100,65.75,139,400,80,0.25,0.67
DistalPhalanxTW,224.66,0.025,100,66.75,139,400,80,0.25,0.67
DistalPhalanxTW,129.23,0.021,100,77,139,400,80,0.25,0.67
DistalPhalanxTW,258.58,0.024,100,68.5,139,400,80,0.25,0.67
DistalPhalanxTW,187.64,0.026,100,71.5,139,400,80,0.25,0.67
DistalPhalanxTW,282,0.024,100,66.5,139,400,80,0.25,0.67
DistalPhalanxTW,321.46,0.027,100,71.75,139,400,80,0.25,0.67
DistalPhalanxTW,121.21,0.014,100,73.75,139,400,80,0.25,0.67
DistalPhalanxTW,280.22,0.023,100,68.75,139,400,80,0.25,0.67
DistalPhalanxTW,242.52,0.025,100,71.75,139,400,80,0.25,0.67
DistalPhalanxTW,713.96,0.025,100,68.5,139,400,80,0.25,0.67
DistalPhalanxTW,196.02,0.025,100,68.75,139,400,80,0.25,0.67
DistalPhalanxTW,193.26,0.013,100,70,139,400,80,0.25,0.67
DistalPhalanxTW,246,0.023,100,70,139,400,80,0.25,0.67
DistalPhalanxTW,292.16,0.027,100,68.75,139,400,80,0.25,0.67
DistalPhalanxTW,228.73,0.025,100,71.5,139,400,80,0.25,0.67
DistalPhalanxTW,263.41,0.026,100,70.5,139,400,80,0.25,0.67
DistalPhalanxTW,192.21,0.023,100,68.75,139,400,80,0.25,0.67
DistalPhalanxTW,184.55,0.015,100,67.75,139,400,80,0.25,0.67
DistalPhalanxTW,267.03,0.023,100,69,139,400,80,0.25,0.67
DistalPhalanxTW,238.09,0.026,100,68.75,139,400,80,0.25,0.67
DistalPhalanxTW,145.48,0.014,100,69.5,139,400,80,0.25,0.67
DistalPhalanxTW,217.52,0.024,100,63.5,139,400,80,0.25,0.67
DistalPhalanxTW,569.75,0.023,100,66.25,139,400,80,0.25,0.67
DistalPhalanxTW,447.17,0.023,100,69.25,139,400,80,0.25,0.67
DistalPhalanxTW,572.61,0.044,100,68.5,139,400,80,0.25,0.67
DistalPhalanxTW,286.69,0.025,100,68.5,139,400,80,0.25,0.67
DistalPhalanxTW,213.65,0.024,100,68,139,400,80,0.25,0.67
DistalPhalanxTW,409.85,0.021,100,66.75,139,400,80,0.25,0.67
DistalPhalanxTW,305.87,0.023,100,66.75,139,400,80,0.25,0.67
DistalPhalanxTW,419.59,0.014,100,67.25,139,400,80,0.25,0.67
DistalPhalanxTW,240.16,0.026,100,72,139,400,80,0.25,0.67
DistalPhalanxTW,259.72,0.023,100,65.5,139,400,80,0.25,0.67
DistalPhalanxTW,178.29,0.025,100,70.5,139,400,80,0.25,0.67
DistalPhalanxTW,304.06,0.028,100,65.5,139,400,80,0.25,0.67
DistalPhalanxTW,312.98,0.024,100,67.75,139,400,80,0.25,0.67
DistalPhalanxTW,213.91,0.025,100,64.25,139,400,80,0.25,0.67
DistalPhalanxTW,248.3,0.025,100,67,139,400,80,0.25,0.67
DistalPhalanxTW,249.85,0.025,100,63.25,139,400,80,0.25,0.67
DistalPhalanxTW,250.37,0.026,100,71.75,139,400,80,0.25,0.67
DistalPhalanxTW,340.68,0.011,100,67.25,139,400,80,0.25,0.67
DistalPhalanxTW,382.29,0.024,100,71.5,139,400,80,0.25,0.67
DistalPhalanxTW,302.95,0.024,100,67,139,400,80,0.25,0.67
DistalPhalanxTW,536.31,0.021,100,69,139,400,80,0.25,0.67
DistalPhalanxTW,275.07,0.027,100,69,139,400,80,0.25,0.67
DistalPhalanxTW,275.94,0.023,100,67.5,139,400,80,0.25,0.67
DistalPhalanxTW,351.14,0.012,100,68.5,139,400,80,0.25,0.67
DistalPhalanxTW,467.89,0.022,100,65,139,400,80,0.25,0.67
DistalPhalanxTW,504.32,0.026,100,70.25,139,400,80,0.25,0.67
ECG200,33.72,0.003,99,76,100,100,96,0.25,0.67
ECG200,26.14,0.004,100,74,100,100,96,0.25,0.67
ECG200,29.86,0.002,100,79,100,100,96,0.25,0.67
ECG200,30.63,0.004,100,80,100,100,96,0.25,0.67
ECG200,31.03,0.004,100,77,100,100,96,0.25,0.67
ECG200,25.04,0.005,100,74,100,100,96,0.25,0.67
ECG200,27.94,0.003,100,76,100,100,96,0.25,0.67
ECG200,28.12,0.004,100,70,100,100,96,0.25,0.67
ECG200,20.83,0.002,100,76,100,100,96,0.25,0.67
ECG200,31.08,0.003,100,74,100,100,96,0.25,0.67
ECG200,31.39,0.004,100,78,100,100,96,0.25,0.67
ECG200,34.48,0.005,100,71,100,100,96,0.25,0.67
ECG200,27.12,0.003,100,73,100,100,96,0.25,0.67
ECG200,20.09,0.002,100,75,100,100,96,0.25,0.67
ECG200,26.76,0.005,100,72,100,100,96,0.25,0.67
ECG200,30.25,0.005,100,75,100,100,96,0.25,0.67
ECG200,33.77,0.002,100,77,100,100,96,0.25,0.67
ECG200,29.69,0.004,100,79,100,100,96,0.25,0.67
ECG200,34.8,0.004,100,69,100,100,96,0.25,0.67
ECG200,30.13,0.003,100,88,100,100,96,0.25,0.67
ECG200,23.27,0.003,100,77,100,100,96,0.25,0.67
ECG200,22.7,0.003,100,68,100,100,96,0.25,0.67
ECG200,26.54,0.003,100,80,100,100,96,0.25,0.67
ECG200,31.49,0.003,100,73,100,100,96,0.25,0.67
ECG200,32.42,0.004,100,72,100,100,96,0.25,0.67
ECG200,33.52,0.005,100,78,100,100,96,0.25,0.67
ECG200,28.82,0.003,100,73,100,100,96,0.25,0.67
ECG200,37.61,0.003,99,84,100,100,96,0.25,0.67
ECG200,22.22,0.003,100,70,100,100,96,0.25,0.67
ECG200,22,0.002,100,86,100,100,96,0.25,0.67
ECG200,22.17,0.005,99,69,100,100,96,0.25,0.67
ECG200,27.58,0.003,100,78,100,100,96,0.25,0.67
ECG200,29.8,0.003,100,71,100,100,96,0.25,0.67
ECG200,31.69,0.004,100,80,100,100,96,0.25,0.67
ECG200,36.07,0.005,100,69,100,100,96,0.25,0.67
ECG200,28.68,0.003,100,77,100,100,96,0.25,0.67
ECG200,16.93,0.002,100,79,100,100,96,0.25,0.67
ECG200,22.87,0.003,100,79,100,100,96,0.25,0.67
ECG200,34.76,0.004,100,80,100,100,96,0.25,0.67
ECG200,22.39,0.005,100,79,100,100,96,0.25,0.67
ECG200,26.89,0.003,100,83,100,100,96,0.25,0.67
ECG200,27.06,0.004,100,78,100,100,96,0.25,0.67
ECG200,29.31,0.003,100,76,100,100,96,0.25,0.67
ECG200,31.64,0.003,100,77,100,100,96,0.25,0.67
ECG200,33.93,0.003,100,78,100,100,96,0.25,0.67
ECG200,38.58,0.006,100,79,100,100,96,0.25,0.67
ECG200,23.41,0.003,100,78,100,100,96,0.25,0.67
ECG200,24.27,0.003,100,85,100,100,96,0.25,0.67
ECG200,23.22,0.004,99,74,100,100,96,0.25,0.67
ECG200,20.76,0.002,100,81,100,100,96,0.25,0.67
ECG200,26.71,0.004,100,75,100,100,96,0.25,0.67
ECG200,29.56,0.003,100,85,100,100,96,0.25,0.67
ECG200,34.64,0.005,100,73,100,100,96,0.25,0.67
ECG200,34.67,0.003,100,79,100,100,96,0.25,0.67
ECG200,36.41,0.006,100,79,100,100,96,0.25,0.67
ECG200,37.9,0.002,100,79,100,100,96,0.25,0.67
ECG200,22.64,0.003,100,77,100,100,96,0.25,0.67
ECG200,27,0.003,100,77,100,100,96,0.25,0.67
ECG200,19.34,0.002,100,78,100,100,96,0.25,0.67
ECG200,31.99,0.005,100,79,100,100,96,0.25,0.67
ECG200,26.55,0.004,100,70,100,100,96,0.25,0.67
ECG200,27.97,0.003,100,79,100,100,96,0.25,0.67
ECG200,31.67,0.004,100,80,100,100,96,0.25,0.67
ECG200,32.51,0.003,100,86,100,100,96,0.25,0.67
ECG200,35.89,0.004,99,80,100,100,96,0.25,0.67
ECG200,36.69,0.003,100,72,100,100,96,0.25,0.67
ECG200,19.99,0.003,100,79,100,100,96,0.25,0.67
ECG200,18.69,0.004,100,74,100,100,96,0.25,0.67
ECG200,16.9,0.002,100,78,100,100,96,0.25,0.67
ECG200,25.79,0.002,100,80,100,100,96,0.25,0.67
ECG200,26.74,0.003,100,82,100,100,96,0.25,0.67
ECG200,35.14,0.003,100,83,100,100,96,0.25,0.67
ECG200,17.33,0.002,100,80,100,100,96,0.25,0.67
ECG200,35.5,0.005,100,71,100,100,96,0.25,0.67
ECG200,27.38,0.003,100,76,100,100,96,0.25,0.67
ECG200,29.06,0.003,100,81,100,100,96,0.25,0.67
ECG200,30.96,0.005,100,71,100,100,96,0.25,0.67
ECG200,32.47,0.005,100,72,100,100,96,0.25,0.67
ECG200,34.65,0.005,100,71,100,100,96,0.25,0.67
ECG200,27.15,0.006,100,67,100,100,96,0.25,0.67
ECG200,37.67,0.004,100,76,100,100,96,0.25,0.67
ECG200,20.36,0.002,100,78,100,100,96,0.25,0.67
ECG200,19.48,0.003,100,76,100,100,96,0.25,0.67
ECG200,26.52,0.003,100,71,100,100,96,0.25,0.67
ECG200,31.29,0.006,100,84,100,100,96,0.25,0.67
ECG200,22.51,0.002,100,78,100,100,96,0.25,0.67
ECG200,26.44,0.002,100,78,100,100,96,0.25,0.67
ECG200,35.05,0.004,100,84,100,100,96,0.25,0.67
ECG200,20.91,0.002,100,78,100,100,96,0.25,0.67
ECG200,26.48,0.004,100,79,100,100,96,0.25,0.67
ECG200,27.19,0.003,100,80,100,100,96,0.25,0.67
ECG200,29.23,0.004,100,79,100,100,96,0.25,0.67
ECG200,29.83,0.003,100,81,100,100,96,0.25,0.67
ECG200,32.08,0.005,100,81,100,100,96,0.25,0.67
ECG200,37.3,0.005,100,78,100,100,96,0.25,0.67
ECG200,30.76,0.004,100,79,100,100,96,0.25,0.67
ECG200,19.58,0.003,100,69,100,100,96,0.25,0.67
ECG200,25.67,0.004,100,79,100,100,96,0.25,0.67
ECG200,25.85,0.005,100,72,100,100,96,0.25,0.67
ECG200,26.16,0.004,100,74,100,100,96,0.25,0.67
ECGFiveDays,0.75,0.046,100,98.2578,23,861,136,0.25,0.67
ECGFiveDays,0.31,0.028,100,98.1417,23,861,136,0.25,0.67
ECGFiveDays,0.3,0.027,100,96.6318,23,861,136,0.25,0.67
ECGFiveDays,0.3,0.026,100,97.561,23,861,136,0.25,0.67
ECGFiveDays,0.4,0.026,100,97.0964,23,861,136,0.25,0.67
ECGFiveDays,0.75,0.047,100,97.6771,23,861,136,0.25,0.67
ECGFiveDays,0.38,0.026,100,95.7027,23,861,136,0.25,0.67
ECGFiveDays,0.31,0.026,100,99.4193,23,861,136,0.25,0.67
ECGFiveDays,0.36,0.025,100,98.0256,23,861,136,0.25,0.67
ECGFiveDays,0.46,0.044,100,99.0708,23,861,136,0.25,0.67
ECGFiveDays,0.39,0.031,100,90.2439,23,861,136,0.25,0.67
ECGFiveDays,0.44,0.024,100,99.0708,23,861,136,0.25,0.67
ECGFiveDays,0.52,0.046,100,99.0708,23,861,136,0.25,0.67
ECGFiveDays,0.61,0.045,100,99.0708,23,861,136,0.25,0.67
ECGFiveDays,0.62,0.045,100,96.5157,23,861,136,0.25,0.67
ECGFiveDays,0.32,0.027,100,94.1928,23,861,136,0.25,0.67
ECGFiveDays,0.67,0.047,100,96.9803,23,861,136,0.25,0.67
ECGFiveDays,0.3,0.026,100,97.6771,23,861,136,0.25,0.67
ECGFiveDays,0.33,0.026,100,99.187,23,861,136,0.25,0.67
ECGFiveDays,0.32,0.026,100,99.0708,23,861,136,0.25,0.67
ECGFiveDays,0.36,0.026,100,96.5157,23,861,136,0.25,0.67
ECGFiveDays,0.38,0.025,100,98.7224,23,861,136,0.25,0.67
ECGFiveDays,0.49,0.045,100,99.3031,23,861,136,0.25,0.67
ECGFiveDays,0.67,0.045,100,98.7224,23,861,136,0.25,0.67
ECGFiveDays,0.65,0.045,100,96.8641,23,861,136,0.25,0.67
ECGFiveDays,0.72,0.045,100,99.187,23,861,136,0.25,0.67
ECGFiveDays,0.83,0.045,100,99.187,23,861,136,0.25,0.67
ECGFiveDays,0.56,0.046,100,98.374,23,861,136,0.25,0.67
ECGFiveDays,0.28,0.027,100,98.374,23,861,136,0.25,0.67
ECGFiveDays,0.39,0.027,100,95.8188,23,861,136,0.25,0.67
ECGFiveDays,0.49,0.025,100,99.3031,23,861,136,0.25,0.67
ECGFiveDays,0.55,0.044,100,98.7224,23,861,136,0.25,0.67
ECGFiveDays,0.33,0.025,100,99.4193,23,861,136,0.25,0.67
ECGFiveDays,0.65,0.043,100,99.4193,23,861,136,0.25,0.67
ECGFiveDays,0.69,0.046,100,97.3287,23,861,136,0.25,0.67
ECGFiveDays,0.33,0.026,100,99.0708,23,861,136,0.25,0.67
ECGFiveDays,0.43,0.025,100,97.2125,23,861,136,0.25,0.67
ECGFiveDays,0.44,0.026,100,94.3089,23,861,136,0.25,0.67
ECGFiveDays,0.48,0.024,100,99.4193,23,861,136,0.25,0.67
ECGFiveDays,0.58,0.047,100,94.7735,23,861,136,0.25,0.67
ECGFiveDays,0.7,0.048,100,94.8897,23,861,136,0.25,0.67
ECGFiveDays,0.33,0.027,100,98.4901,23,861,136,0.25,0.67
ECGFiveDays,0.35,0.027,100,95.7027,23,861,136,0.25,0.67
ECGFiveDays,0.7,0.046,100,99.187,23,861,136,0.25,0.67
ECGFiveDays,0.31,0.026,100,97.7933,23,861,136,0.25,0.67
ECGFiveDays,0.36,0.026,100,97.0964,23,861,136,0.25,0.67
ECGFiveDays,0.38,0.027,100,98.374,23,861,136,0.25,0.67
ECGFiveDays,0.34,0.027,100,98.7224,23,861,136,0.25,0.67
ECGFiveDays,0.39,0.026,100,96.5157,23,861,136,0.25,0.67
ECGFiveDays,0.47,0.024,100,97.561,23,861,136,0.25,0.67
ECGFiveDays,0.45,0.044,100,98.374,23,861,136,0.25,0.67
ECGFiveDays,0.56,0.044,100,98.0256,23,861,136,0.25,0.67
ECGFiveDays,0.51,0.046,100,99.187,23,861,136,0.25,0.67
ECGFiveDays,0.55,0.045,100,99.187,23,861,136,0.25,0.67
ECGFiveDays,0.67,0.046,100,99.187,23,861,136,0.25,0.67
ECGFiveDays,0.71,0.043,100,99.4193,23,861,136,0.25,0.67
ECGFiveDays,0.33,0.033,100,98.2578,23,861,136,0.25,0.67
ECGFiveDays,0.38,0.027,100,99.0708,23,861,136,0.25,0.67
ECGFiveDays,0.41,0.024,100,99.187,23,861,136,0.25,0.67
