Dataset,TrainingTime,TestingTime,TrainingAccuacy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen,EnsembleSize
Lighting7,2666.00,0.5710,100.0000,68.4932,70,73,319,0.600000,1.000000,10
MiddlePhalanxTW,320.28,0.1700,100.0000,58.6466,154,399,80,0.900000,1.000000,10
MiddlePhalanxTW,288.79,0.1620,100.0000,58.8972,154,399,80,0.900000,1.000000,10
MiddlePhalanxTW,287.06,0.1820,100.0000,58.1454,154,399,80,0.900000,1.000000,10
MiddlePhalanxTW,283.37,0.1720,100.0000,58.3960,154,399,80,0.900000,1.000000,10
MiddlePhalanxTW,294.69,0.0910,100.0000,60.1504,154,399,80,0.900000,1.000000,10
MiddlePhalanxTW,318.62,0.1680,100.0000,60.1504,154,399,80,0.900000,1.000000,10
Lighting7,2676.03,0.5760,100.0000,68.4932,70,73,319,0.600000,1.000000,10
DistalPhalanxTW,4874.99,0.2380,100.0000,75.2500,139,400,80,0.600000,1.000000,10
Lighting7,2672.69,0.5430,100.0000,67.1233,70,73,319,0.600000,1.000000,10
Lighting7,2867.18,0.5320,100.0000,71.2329,70,73,319,0.600000,1.000000,10
DistalPhalanxTW,4871.88,0.2210,100.0000,73.7500,139,400,80,0.600000,1.000000,10
Lighting7,2846.00,0.5370,100.0000,69.8630,70,73,319,0.600000,1.000000,10
DistalPhalanxTW,4688.89,0.2350,100.0000,73.7500,139,400,80,0.600000,1.000000,10
DistalPhalanxTW,4722.21,0.2350,100.0000,70.5000,139,400,80,0.600000,1.000000,10
DistalPhalanxTW,4709.73,0.2200,100.0000,71.2500,139,400,80,0.600000,1.000000,10
Lighting2,689.07,0.4010,100.0000,77.0492,60,61,637,0.900000,1.000000,10
Lighting2,680.93,0.4100,100.0000,75.4098,60,61,637,0.900000,1.000000,10
Lighting2,672.43,0.4260,100.0000,78.6885,60,61,637,0.900000,1.000000,10
Lighting2,658.44,0.4020,100.0000,75.4098,60,61,637,0.900000,1.000000,10
