Dataset,TrainingTime,TestingTime,TrainingAccuacy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen,EnsembleSize
Coffee,3.41,0.0240,100.0000,92.8571,28,28,286,0.025000,0.200000,10
Coffee,2.99,0.0250,100.0000,92.8571,28,28,286,0.025000,0.200000,10
Coffee,3.26,0.0240,100.0000,92.8571,28,28,286,0.025000,0.200000,10
Coffee,3.12,0.0250,100.0000,92.8571,28,28,286,0.025000,0.200000,10
ECGFiveDays,1.53,0.4430,100.0000,99.8839,23,861,136,0.025000,0.300000,10
ECGFiveDays,1.40,0.4710,100.0000,99.8839,23,861,136,0.025000,0.300000,10
ECGFiveDays,1.56,0.5070,100.0000,99.7677,23,861,136,0.025000,0.300000,10
ECGFiveDays,1.70,0.5020,100.0000,100.0000,23,861,136,0.025000,0.300000,10
ECGFiveDays,1.58,0.5180,100.0000,100.0000,23,861,136,0.025000,0.300000,10
ECGFiveDays,1.56,0.5120,100.0000,100.0000,23,861,136,0.025000,0.300000,10
ECGFiveDays,1.55,0.4960,100.0000,100.0000,23,861,136,0.025000,0.300000,10
ECGFiveDays,1.73,0.5190,100.0000,99.8839,23,861,136,0.025000,0.300000,10
ECGFiveDays,1.82,0.5000,100.0000,100.0000,23,861,136,0.025000,0.300000,10
ECGFiveDays,1.29,0.4420,100.0000,99.7677,23,861,136,0.025000,0.300000,10
MoteStrain,1.68,0.3180,100.0000,90.4153,20,1252,84,0.025000,0.200000,10
MoteStrain,1.20,0.2620,100.0000,90.2556,20,1252,84,0.025000,0.200000,10
MoteStrain,1.53,0.3190,100.0000,88.4984,20,1252,84,0.025000,0.200000,10
MoteStrain,1.26,0.3190,100.0000,86.0224,20,1252,84,0.025000,0.200000,10
MoteStrain,1.51,0.3310,100.0000,87.9393,20,1252,84,0.025000,0.200000,10
MoteStrain,1.66,0.2770,100.0000,88.0192,20,1252,84,0.025000,0.200000,10
MoteStrain,1.58,0.2950,100.0000,91.3738,20,1252,84,0.025000,0.200000,10
MoteStrain,1.57,0.2830,100.0000,88.7380,20,1252,84,0.025000,0.200000,10
MoteStrain,1.39,0.3230,100.0000,87.3802,20,1252,84,0.025000,0.200000,10
MoteStrain,1.80,0.2920,100.0000,88.3387,20,1252,84,0.025000,0.200000,10
SonyAIBORobotSurface,1.46,0.0680,100.0000,94.5092,20,601,70,0.025000,0.400000,10
SonyAIBORobotSurface,1.40,0.0810,100.0000,85.6905,20,601,70,0.025000,0.400000,10
SonyAIBORobotSurface,1.17,0.0690,100.0000,94.6755,20,601,70,0.025000,0.400000,10
SonyAIBORobotSurface,1.36,0.0700,100.0000,97.1714,20,601,70,0.025000,0.400000,10
SonyAIBORobotSurface,1.13,0.0790,100.0000,95.5075,20,601,70,0.025000,0.400000,10
SonyAIBORobotSurface,1.41,0.0680,100.0000,93.5108,20,601,70,0.025000,0.400000,10
SonyAIBORobotSurface,1.45,0.0640,100.0000,94.6755,20,601,70,0.025000,0.400000,10
SonyAIBORobotSurface,1.65,0.0690,100.0000,94.1764,20,601,70,0.025000,0.400000,10
SonyAIBORobotSurface,1.36,0.0640,100.0000,96.8386,20,601,70,0.025000,0.400000,10
SonyAIBORobotSurface,1.34,0.0760,100.0000,94.3428,20,601,70,0.025000,0.400000,10
SonyAIBORobotSurfaceII,1.77,0.1810,100.0000,89.6118,27,953,65,0.025000,0.400000,10
SonyAIBORobotSurfaceII,2.07,0.1460,100.0000,92.2350,27,953,65,0.025000,0.400000,10
SonyAIBORobotSurfaceII,1.93,0.1640,100.0000,91.1857,27,953,65,0.025000,0.400000,10
SonyAIBORobotSurfaceII,1.89,0.1810,100.0000,88.2476,27,953,65,0.025000,0.400000,10
SonyAIBORobotSurfaceII,1.89,0.1690,100.0000,88.2476,27,953,65,0.025000,0.400000,10
SonyAIBORobotSurfaceII,1.78,0.1620,100.0000,90.0315,27,953,65,0.025000,0.400000,10
SonyAIBORobotSurfaceII,1.69,0.1840,100.0000,89.2970,27,953,65,0.025000,0.400000,10
SonyAIBORobotSurfaceII,1.83,0.1910,100.0000,88.4575,27,953,65,0.025000,0.400000,10
SonyAIBORobotSurfaceII,1.88,0.1580,100.0000,92.1301,27,953,65,0.025000,0.400000,10
SonyAIBORobotSurfaceII,1.87,0.1910,100.0000,90.6611,27,953,65,0.025000,0.400000,10
TwoLeadECG,1.09,0.3410,100.0000,98.1563,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.29,0.3480,100.0000,98.6831,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.31,0.3590,100.0000,91.1326,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.27,0.3330,100.0000,94.5566,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.60,0.3400,100.0000,97.8051,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.33,0.3300,100.0000,94.3810,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.16,0.3290,100.0000,97.0149,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.13,0.3300,100.0000,99.3854,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.25,0.3340,100.0000,93.5031,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.15,0.3230,100.0000,93.3275,23,1139,82,0.025000,0.300000,10
BeetleFly,4.62,0.0160,100.0000,95.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.53,0.0170,100.0000,95.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.01,0.0160,100.0000,95.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.06,0.0150,100.0000,100.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.01,0.0140,100.0000,100.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.40,0.0150,100.0000,100.0000,20,20,512,0.025000,0.100000,10
BeetleFly,3.65,0.0150,100.0000,95.0000,20,20,512,0.025000,0.100000,10
BeetleFly,3.54,0.0140,100.0000,100.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.04,0.0140,100.0000,100.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.45,0.0150,100.0000,100.0000,20,20,512,0.025000,0.100000,10
DiatomSizeReduction,0.92,0.3250,100.0000,94.7712,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,0.97,0.3130,100.0000,90.8497,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.00,0.2880,100.0000,93.1373,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.05,0.3070,100.0000,96.0784,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.09,0.3240,100.0000,90.8497,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.08,0.2900,100.0000,96.7320,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.04,0.2890,100.0000,91.5033,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.02,0.3540,100.0000,95.0980,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,0.97,0.3090,100.0000,93.7908,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.02,0.3310,100.0000,90.8497,16,306,345,0.900000,1.000000,10
FaceFour,31.18,0.5810,100.0000,95.4545,24,88,350,0.300000,0.600000,10
FaceFour,31.15,0.6030,100.0000,93.1818,24,88,350,0.300000,0.600000,10
FaceFour,30.76,0.5860,100.0000,89.7727,24,88,350,0.300000,0.600000,10
FaceFour,31.41,0.6010,100.0000,96.5909,24,88,350,0.300000,0.600000,10
FaceFour,31.48,0.6070,100.0000,90.9091,24,88,350,0.300000,0.600000,10
FaceFour,31.33,0.5990,100.0000,88.6364,24,88,350,0.300000,0.600000,10
FaceFour,31.09,0.5130,100.0000,93.1818,24,88,350,0.300000,0.600000,10
FaceFour,30.83,0.6090,100.0000,95.4545,24,88,350,0.300000,0.600000,10
FaceFour,31.00,0.5670,100.0000,94.3182,24,88,350,0.300000,0.600000,10
FaceFour,30.88,0.5420,100.0000,94.3182,24,88,350,0.300000,0.600000,10
Gun_Point,12.75,0.0520,100.0000,98.0000,50,150,150,0.025000,0.300000,10
Gun_Point,12.16,0.0540,100.0000,96.6667,50,150,150,0.025000,0.300000,10
Gun_Point,13.35,0.0620,100.0000,96.6667,50,150,150,0.025000,0.300000,10
Gun_Point,13.32,0.0600,100.0000,98.6667,50,150,150,0.025000,0.300000,10
Gun_Point,9.77,0.0440,100.0000,98.0000,50,150,150,0.025000,0.300000,10
Gun_Point,11.00,0.0560,100.0000,95.3333,50,150,150,0.025000,0.300000,10
Gun_Point,12.88,0.0560,100.0000,96.0000,50,150,150,0.025000,0.300000,10
Gun_Point,12.78,0.0590,100.0000,97.3333,50,150,150,0.025000,0.300000,10
Gun_Point,10.75,0.0530,100.0000,97.3333,50,150,150,0.025000,0.300000,10
Gun_Point,15.51,0.0620,100.0000,96.6667,50,150,150,0.025000,0.300000,10
Plane,22.83,0.3120,100.0000,98.0952,105,105,144,0.200000,0.500000,10
Plane,23.48,0.2770,100.0000,97.1429,105,105,144,0.200000,0.500000,10
Plane,22.39,0.2420,100.0000,98.0952,105,105,144,0.200000,0.500000,10
Plane,23.53,0.2190,100.0000,99.0476,105,105,144,0.200000,0.500000,10
Plane,23.44,0.2480,100.0000,98.0952,105,105,144,0.200000,0.500000,10
Plane,22.71,0.2960,100.0000,99.0476,105,105,144,0.200000,0.500000,10
Plane,22.05,0.2910,100.0000,97.1429,105,105,144,0.200000,0.500000,10
Plane,23.36,0.2950,100.0000,98.0952,105,105,144,0.200000,0.500000,10
Plane,22.29,0.2990,100.0000,98.0952,105,105,144,0.200000,0.500000,10
Plane,23.75,0.2880,100.0000,99.0476,105,105,144,0.200000,0.500000,10
Symbols,1.85,1.0190,100.0000,90.1508,25,995,398,0.900000,1.000000,10
Symbols,1.84,0.8850,100.0000,90.9548,25,995,398,0.900000,1.000000,10
Symbols,1.92,0.9550,100.0000,91.0553,25,995,398,0.900000,1.000000,10
Symbols,1.87,0.8760,100.0000,87.2362,25,995,398,0.900000,1.000000,10
Symbols,1.95,0.8630,100.0000,91.6583,25,995,398,0.900000,1.000000,10
Symbols,1.88,0.9310,100.0000,90.4523,25,995,398,0.900000,1.000000,10
Symbols,1.91,0.9830,100.0000,91.0553,25,995,398,0.900000,1.000000,10
Symbols,2.18,0.9810,100.0000,91.7588,25,995,398,0.900000,1.000000,10
Symbols,1.85,0.7990,100.0000,88.4422,25,995,398,0.900000,1.000000,10
Symbols,1.86,0.9350,100.0000,91.4573,25,995,398,0.900000,1.000000,10
ToeSegmentation1,16.71,0.2000,100.0000,92.1053,40,228,277,0.025000,0.200000,10
ToeSegmentation1,15.00,0.1650,100.0000,92.1053,40,228,277,0.025000,0.200000,10
ToeSegmentation1,12.05,0.1600,100.0000,91.6667,40,228,277,0.025000,0.200000,10
ToeSegmentation1,12.17,0.1740,100.0000,92.1053,40,228,277,0.025000,0.200000,10
ToeSegmentation1,15.74,0.1880,100.0000,94.2982,40,228,277,0.025000,0.200000,10
ToeSegmentation1,18.17,0.2220,100.0000,93.8596,40,228,277,0.025000,0.200000,10
ToeSegmentation1,19.21,0.2000,100.0000,92.1053,40,228,277,0.025000,0.200000,10
ToeSegmentation1,17.45,0.2000,100.0000,92.1053,40,228,277,0.025000,0.200000,10
ToeSegmentation1,16.90,0.2000,100.0000,92.9825,40,228,277,0.025000,0.200000,10
ToeSegmentation1,13.65,0.1870,100.0000,92.5439,40,228,277,0.025000,0.200000,10
Trace,61.50,0.2560,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,56.67,0.2370,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,60.30,0.2360,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,58.26,0.2380,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,59.13,0.2480,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,58.14,0.2430,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,58.87,0.2470,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,60.59,0.2520,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,60.08,0.2360,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,58.15,0.2440,100.0000,100.0000,100,100,275,0.025000,0.300000,10
ArrowHead,6.57,0.2000,100.0000,66.8571,36,175,251,0.900000,1.000000,10
ArrowHead,6.51,0.1960,100.0000,66.8571,36,175,251,0.900000,1.000000,10
ArrowHead,6.90,0.2030,100.0000,68.0000,36,175,251,0.900000,1.000000,10
ArrowHead,6.71,0.2160,100.0000,68.5714,36,175,251,0.900000,1.000000,10
ArrowHead,6.74,0.2170,100.0000,67.4286,36,175,251,0.900000,1.000000,10
ArrowHead,6.66,0.1880,100.0000,68.0000,36,175,251,0.900000,1.000000,10
ArrowHead,6.65,0.2030,100.0000,67.4286,36,175,251,0.900000,1.000000,10
ArrowHead,6.42,0.1840,100.0000,68.0000,36,175,251,0.900000,1.000000,10
ArrowHead,6.52,0.2330,100.0000,68.5714,36,175,251,0.900000,1.000000,10
ArrowHead,6.14,0.1840,100.0000,68.0000,36,175,251,0.900000,1.000000,10
BirdChicken,4.88,0.0180,100.0000,75.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.68,0.0180,100.0000,75.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.85,0.0170,100.0000,75.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.62,0.0180,100.0000,85.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.74,0.0180,100.0000,85.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.44,0.0190,100.0000,80.0000,20,20,512,0.025000,0.100000,10
BirdChicken,5.16,0.0180,100.0000,85.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.42,0.0190,100.0000,80.0000,20,20,512,0.025000,0.100000,10
BirdChicken,5.05,0.0180,100.0000,80.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.53,0.0170,100.0000,70.0000,20,20,512,0.025000,0.100000,10
ECG200,20.50,0.0310,100.0000,80.0000,100,100,96,0.900000,1.000000,10
ECG200,21.47,0.0240,100.0000,83.0000,100,100,96,0.900000,1.000000,10
ECG200,21.90,0.0240,100.0000,82.0000,100,100,96,0.900000,1.000000,10
ECG200,21.79,0.0240,100.0000,86.0000,100,100,96,0.900000,1.000000,10
ECG200,20.99,0.0250,100.0000,83.0000,100,100,96,0.900000,1.000000,10
ECG200,25.05,0.0260,100.0000,81.0000,100,100,96,0.900000,1.000000,10
ECG200,22.07,0.0250,100.0000,82.0000,100,100,96,0.900000,1.000000,10
ECG200,23.19,0.0250,100.0000,82.0000,100,100,96,0.900000,1.000000,10
ECG200,22.83,0.0250,100.0000,80.0000,100,100,96,0.900000,1.000000,10
ECG200,22.82,0.0240,100.0000,81.0000,100,100,96,0.900000,1.000000,10
FacesUCR,13635.48,5.0530,100.0000,84.2439,200,2050,131,0.300000,0.600000,10
FacesUCR,15591.68,5.0450,100.0000,87.4146,200,2050,131,0.300000,0.600000,10
ProximalPhalanxTW,223.11,0.1970,100.0000,78.7500,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,213.05,0.1080,100.0000,75.7500,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,239.73,0.1780,100.0000,78.2500,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,238.69,0.2030,100.0000,79.2500,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,175.34,0.1790,100.0000,77.7500,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,272.84,0.1870,100.0000,76.5000,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,357.24,0.1950,100.0000,79.7500,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,337.69,0.1770,100.0000,77.5000,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,243.95,0.1740,100.0000,77.2500,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,182.53,0.1950,100.0000,78.7500,205,400,80,0.900000,1.000000,10
FacesUCR,14703.48,4.9990,100.0000,84.7317,200,2050,131,0.300000,0.600000,10
FacesUCR,12847.48,5.0970,100.0000,86.3902,200,2050,131,0.300000,0.600000,10
FacesUCR,18800.72,5.2280,100.0000,85.2683,200,2050,131,0.300000,0.600000,10
Car,2319.99,0.3390,100.0000,78.3333,60,60,577,0.025000,0.300000,10
Car,2227.54,0.3990,100.0000,85.0000,60,60,577,0.025000,0.300000,10
Car,2264.66,0.3320,100.0000,73.3333,60,60,577,0.025000,0.300000,10
Car,2311.12,0.3250,100.0000,76.6667,60,60,577,0.025000,0.300000,10
Car,2222.59,0.3540,100.0000,83.3333,60,60,577,0.025000,0.300000,10
Car,2389.13,0.3850,100.0000,78.3333,60,60,577,0.025000,0.300000,10
FacesUCR,14752.48,5.1340,100.0000,84.0976,200,2050,131,0.300000,0.600000,10
Car,2139.23,0.3790,100.0000,88.3333,60,60,577,0.025000,0.300000,10
Car,2277.37,0.3930,100.0000,86.6667,60,60,577,0.025000,0.300000,10
Car,2335.70,0.3520,100.0000,80.0000,60,60,577,0.025000,0.300000,10
Car,2425.22,0.3660,100.0000,83.3333,60,60,577,0.025000,0.300000,10
FacesUCR,12965.86,5.0040,100.0000,85.2683,200,2050,131,0.300000,0.600000,10
FacesUCR,13524.50,4.9790,100.0000,87.3171,200,2050,131,0.300000,0.600000,10
FacesUCR,9876.66,5.0140,100.0000,83.3171,200,2050,131,0.300000,0.600000,10
FacesUCR,13641.96,5.1310,100.0000,85.3171,200,2050,131,0.300000,0.600000,10
DistalPhalanxOutlineCorrect,1161.44,0.3700,100.0000,78.8333,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,1292.16,0.1730,100.0000,79.6667,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,1172.77,0.3740,100.0000,79.5000,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,1203.96,0.1780,100.0000,77.3333,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,1384.59,0.1860,100.0000,77.5000,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,1458.97,0.3600,100.0000,78.6667,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,1230.95,0.1850,100.0000,79.1667,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,1157.20,0.1710,100.0000,77.6667,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,1208.51,0.1810,100.0000,77.5000,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,1288.27,0.1780,100.0000,79.6667,276,600,80,0.900000,1.000000,10
Meat,12.48,0.0350,100.0000,83.3333,60,60,448,0.900000,1.000000,10
Meat,12.74,0.0430,100.0000,86.6667,60,60,448,0.900000,1.000000,10
Meat,12.30,0.0470,100.0000,88.3333,60,60,448,0.900000,1.000000,10
Meat,13.38,0.0480,100.0000,86.6667,60,60,448,0.900000,1.000000,10
Meat,12.56,0.0450,100.0000,88.3333,60,60,448,0.900000,1.000000,10
Meat,10.96,0.0430,100.0000,80.0000,60,60,448,0.900000,1.000000,10
Meat,11.89,0.0400,100.0000,83.3333,60,60,448,0.900000,1.000000,10
Meat,12.99,0.0420,100.0000,83.3333,60,60,448,0.900000,1.000000,10
Meat,12.71,0.0470,100.0000,90.0000,60,60,448,0.900000,1.000000,10
Meat,13.03,0.0450,100.0000,81.6667,60,60,448,0.900000,1.000000,10
OliveOil,172.05,0.2710,100.0000,86.6667,30,30,570,0.025000,0.400000,10
OliveOil,172.41,0.2570,100.0000,86.6667,30,30,570,0.025000,0.400000,10
OliveOil,165.95,0.2810,100.0000,86.6667,30,30,570,0.025000,0.400000,10
OliveOil,167.67,0.2850,100.0000,86.6667,30,30,570,0.025000,0.400000,10
OliveOil,171.91,0.3100,100.0000,90.0000,30,30,570,0.025000,0.400000,10
OliveOil,173.92,0.2560,100.0000,86.6667,30,30,570,0.025000,0.400000,10
OliveOil,169.04,0.3190,100.0000,86.6667,30,30,570,0.025000,0.400000,10
OliveOil,173.34,0.2670,100.0000,90.0000,30,30,570,0.025000,0.400000,10
OliveOil,172.95,0.2920,100.0000,86.6667,30,30,570,0.025000,0.400000,10
OliveOil,171.12,0.2730,100.0000,86.6667,30,30,570,0.025000,0.400000,10
ShapeletSim,25.13,0.7970,100.0000,97.2222,20,180,500,0.025000,0.200000,10
ShapeletSim,25.16,0.7940,100.0000,97.2222,20,180,500,0.025000,0.200000,10
ShapeletSim,25.83,0.7950,100.0000,96.1111,20,180,500,0.025000,0.200000,10
ShapeletSim,25.77,0.7720,100.0000,96.6667,20,180,500,0.025000,0.200000,10
ShapeletSim,25.09,0.7940,100.0000,96.6667,20,180,500,0.025000,0.200000,10
ShapeletSim,26.10,0.7700,100.0000,97.2222,20,180,500,0.025000,0.200000,10
ShapeletSim,24.81,0.7900,100.0000,97.2222,20,180,500,0.025000,0.200000,10
ShapeletSim,25.93,0.7960,100.0000,96.6667,20,180,500,0.025000,0.200000,10
ShapeletSim,24.81,0.7960,100.0000,95.0000,20,180,500,0.025000,0.200000,10
ShapeletSim,25.02,0.7970,100.0000,96.6667,20,180,500,0.025000,0.200000,10
Herring,1394.40,0.1160,100.0000,67.1875,64,64,512,0.025000,0.100000,10
Herring,1274.80,0.1190,100.0000,65.6250,64,64,512,0.025000,0.100000,10
Herring,1287.49,0.1230,100.0000,56.2500,64,64,512,0.025000,0.100000,10
Herring,1427.52,0.1080,100.0000,59.3750,64,64,512,0.025000,0.100000,10
Herring,1317.95,0.0990,100.0000,65.6250,64,64,512,0.025000,0.100000,10
Herring,1266.71,0.1220,100.0000,71.8750,64,64,512,0.025000,0.100000,10
Herring,1444.87,0.1150,100.0000,71.8750,64,64,512,0.025000,0.100000,10
Herring,1368.59,0.1060,100.0000,64.0625,64,64,512,0.025000,0.100000,10
Herring,1274.92,0.0940,100.0000,68.7500,64,64,512,0.025000,0.100000,10
SwedishLeaf,2585.55,0.5350,100.0000,83.6800,500,625,128,0.800000,1.000000,10
Herring,1221.92,0.1070,100.0000,64.0625,64,64,512,0.025000,0.100000,10
SwedishLeaf,2221.69,0.5400,100.0000,82.8800,500,625,128,0.800000,1.000000,10
SwedishLeaf,1785.37,0.5330,100.0000,83.5200,500,625,128,0.800000,1.000000,10
SwedishLeaf,2507.17,0.5500,100.0000,82.2400,500,625,128,0.800000,1.000000,10
synthetic_control,144.77,0.0930,99.6667,97.3333,300,300,60,0.700000,1.000000,10
synthetic_control,170.16,0.0920,99.6667,95.3333,300,300,60,0.700000,1.000000,10
synthetic_control,182.41,0.0870,100.0000,98.6667,300,300,60,0.700000,1.000000,10
synthetic_control,125.45,0.0900,100.0000,96.0000,300,300,60,0.700000,1.000000,10
synthetic_control,158.52,0.1010,100.0000,98.3333,300,300,60,0.700000,1.000000,10
synthetic_control,147.76,0.0890,100.0000,96.6667,300,300,60,0.700000,1.000000,10
synthetic_control,157.72,0.0960,100.0000,95.3333,300,300,60,0.700000,1.000000,10
synthetic_control,140.36,0.0950,99.6667,97.0000,300,300,60,0.700000,1.000000,10
synthetic_control,146.67,0.0930,100.0000,97.6667,300,300,60,0.700000,1.000000,10
synthetic_control,141.48,0.0940,100.0000,96.6667,300,300,60,0.700000,1.000000,10
SwedishLeaf,3139.40,0.5590,100.0000,80.6400,500,625,128,0.800000,1.000000,10
SwedishLeaf,2472.29,0.5580,100.0000,84.6400,500,625,128,0.800000,1.000000,10
SwedishLeaf,3214.35,0.5720,100.0000,83.6800,500,625,128,0.800000,1.000000,10
SwedishLeaf,3741.72,0.5780,100.0000,85.1200,500,625,128,0.800000,1.000000,10
SwedishLeaf,2275.56,0.5620,100.0000,82.8800,500,625,128,0.800000,1.000000,10
SwedishLeaf,2927.95,0.5550,100.0000,84.1600,500,625,128,0.800000,1.000000,10
Adiac,196.96,0.2410,100.0000,57.0332,390,391,176,0.900000,1.000000,10
Adiac,141.69,0.2440,100.0000,58.3120,390,391,176,0.900000,1.000000,10
Adiac,166.51,0.2360,100.0000,57.8005,390,391,176,0.900000,1.000000,10
Adiac,175.08,0.2470,100.0000,58.0563,390,391,176,0.900000,1.000000,10
Adiac,170.41,0.2440,100.0000,56.2660,390,391,176,0.900000,1.000000,10
Adiac,176.54,0.2510,100.0000,59.3350,390,391,176,0.900000,1.000000,10
Adiac,150.92,0.2490,100.0000,58.8235,390,391,176,0.900000,1.000000,10
Adiac,165.55,0.2440,100.0000,61.3811,390,391,176,0.900000,1.000000,10
Adiac,156.17,0.2390,100.0000,58.3120,390,391,176,0.900000,1.000000,10
Adiac,149.74,0.2500,100.0000,56.7775,390,391,176,0.900000,1.000000,10
Beef,187.60,0.1200,100.0000,66.6667,30,30,470,0.025000,0.200000,10
Beef,166.84,0.1210,100.0000,70.0000,30,30,470,0.025000,0.200000,10
Beef,168.32,0.1150,100.0000,66.6667,30,30,470,0.025000,0.200000,10
Beef,170.36,0.1190,100.0000,66.6667,30,30,470,0.025000,0.200000,10
Beef,156.28,0.1110,100.0000,70.0000,30,30,470,0.025000,0.200000,10
Beef,187.76,0.1130,100.0000,80.0000,30,30,470,0.025000,0.200000,10
Beef,174.49,0.1150,100.0000,76.6667,30,30,470,0.025000,0.200000,10
Beef,180.48,0.1210,100.0000,70.0000,30,30,470,0.025000,0.200000,10
Beef,170.38,0.1180,100.0000,80.0000,30,30,470,0.025000,0.200000,10
