Dataset,TrainingTime,TestingTime,TrainingAccuacy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen,EnsembleSize
TwoLeadECG,1.04,0.3240,100.0000,97.8051,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.10,0.3550,100.0000,95.5224,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.02,0.2890,100.0000,98.7709,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.11,0.3410,100.0000,97.3661,23,1139,82,0.025000,0.300000,10
TwoLeadECG,0.93,0.3390,100.0000,93.5031,23,1139,82,0.025000,0.300000,10
TwoLeadECG,0.90,0.3390,100.0000,95.9614,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.23,0.3370,100.0000,98.2441,23,1139,82,0.025000,0.300000,10
TwoLeadECG,1.17,0.3540,100.0000,93.2397,23,1139,82,0.025000,0.300000,10
BeetleFly,3.62,0.0160,100.0000,100.0000,20,20,512,0.025000,0.100000,10
BeetleFly,3.58,0.0170,100.0000,75.0000,20,20,512,0.025000,0.100000,10
BeetleFly,3.66,0.0160,100.0000,85.0000,20,20,512,0.025000,0.100000,10
BeetleFly,3.43,0.0160,100.0000,95.0000,20,20,512,0.025000,0.100000,10
BeetleFly,3.93,0.0160,100.0000,95.0000,20,20,512,0.025000,0.100000,10
BeetleFly,3.62,0.0160,100.0000,95.0000,20,20,512,0.025000,0.100000,10
BeetleFly,3.65,0.0150,100.0000,90.0000,20,20,512,0.025000,0.100000,10
BeetleFly,3.55,0.0170,95.0000,100.0000,20,20,512,0.025000,0.100000,10
BeetleFly,3.63,0.0160,100.0000,95.0000,20,20,512,0.025000,0.100000,10
BeetleFly,3.44,0.0150,95.0000,100.0000,20,20,512,0.025000,0.100000,10
DiatomSizeReduction,0.84,0.2270,100.0000,89.8693,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.00,0.2680,100.0000,92.8105,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,0.96,0.2330,100.0000,94.4444,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,0.99,0.2540,100.0000,95.4248,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.00,0.2160,100.0000,93.4641,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,0.99,0.2530,100.0000,92.8105,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,0.86,0.2560,100.0000,91.5033,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.02,0.3000,100.0000,91.1765,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.01,0.2350,100.0000,93.7908,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,0.84,0.3200,100.0000,91.1765,16,306,345,0.900000,1.000000,10
FaceFour,30.28,0.5770,100.0000,87.5000,24,88,350,0.300000,0.600000,10
FaceFour,30.41,0.5390,100.0000,92.0455,24,88,350,0.300000,0.600000,10
FaceFour,29.80,0.5620,100.0000,95.4545,24,88,350,0.300000,0.600000,10
FaceFour,30.67,0.5310,100.0000,92.0455,24,88,350,0.300000,0.600000,10
FaceFour,29.54,0.5650,100.0000,93.1818,24,88,350,0.300000,0.600000,10
FaceFour,27.20,0.5420,100.0000,96.5909,24,88,350,0.300000,0.600000,10
FaceFour,29.24,0.5350,100.0000,94.3182,24,88,350,0.300000,0.600000,10
FaceFour,28.72,0.5500,100.0000,94.3182,24,88,350,0.300000,0.600000,10
FaceFour,30.06,0.6050,100.0000,88.6364,24,88,350,0.300000,0.600000,10
FaceFour,28.75,0.6080,100.0000,90.9091,24,88,350,0.300000,0.600000,10
Gun_Point,3.89,0.0480,100.0000,97.3333,50,150,150,0.025000,0.300000,10
Gun_Point,4.59,0.0580,100.0000,98.6667,50,150,150,0.025000,0.300000,10
Gun_Point,4.53,0.0400,100.0000,97.3333,50,150,150,0.025000,0.300000,10
Gun_Point,5.49,0.0430,100.0000,99.3333,50,150,150,0.025000,0.300000,10
Gun_Point,4.12,0.0490,100.0000,99.3333,50,150,150,0.025000,0.300000,10
Gun_Point,4.37,0.0430,100.0000,99.3333,50,150,150,0.025000,0.300000,10
Gun_Point,4.73,0.0500,100.0000,98.6667,50,150,150,0.025000,0.300000,10
Gun_Point,4.16,0.0470,100.0000,99.3333,50,150,150,0.025000,0.300000,10
Gun_Point,5.21,0.0390,100.0000,96.6667,50,150,150,0.025000,0.300000,10
Gun_Point,4.13,0.0480,100.0000,99.3333,50,150,150,0.025000,0.300000,10
Plane,21.64,0.2800,100.0000,97.1429,105,105,144,0.200000,0.500000,10
Plane,20.39,0.2960,100.0000,95.2381,105,105,144,0.200000,0.500000,10
Plane,19.41,0.2820,100.0000,99.0476,105,105,144,0.200000,0.500000,10
Plane,19.59,0.3120,100.0000,98.0952,105,105,144,0.200000,0.500000,10
Plane,20.13,0.3040,99.0476,99.0476,105,105,144,0.200000,0.500000,10
Plane,20.15,0.2990,100.0000,94.2857,105,105,144,0.200000,0.500000,10
Plane,19.99,0.2850,100.0000,99.0476,105,105,144,0.200000,0.500000,10
Plane,20.75,0.2880,99.0476,99.0476,105,105,144,0.200000,0.500000,10
Plane,20.47,0.2940,100.0000,98.0952,105,105,144,0.200000,0.500000,10
Plane,20.11,0.3040,100.0000,99.0476,105,105,144,0.200000,0.500000,10
Symbols,1.82,0.7870,100.0000,91.2563,25,995,398,0.900000,1.000000,10
Symbols,1.88,0.9330,96.0000,90.0503,25,995,398,0.900000,1.000000,10
Symbols,1.86,1.0470,100.0000,90.7538,25,995,398,0.900000,1.000000,10
Symbols,1.91,0.9240,100.0000,91.2563,25,995,398,0.900000,1.000000,10
Symbols,1.75,0.7880,96.0000,88.2412,25,995,398,0.900000,1.000000,10
Symbols,1.97,0.9920,100.0000,91.8593,25,995,398,0.900000,1.000000,10
Symbols,1.81,0.7960,96.0000,88.3417,25,995,398,0.900000,1.000000,10
Symbols,1.80,1.0060,100.0000,92.8643,25,995,398,0.900000,1.000000,10
Symbols,1.84,0.9580,100.0000,92.5628,25,995,398,0.900000,1.000000,10
Symbols,1.86,0.8750,100.0000,91.5578,25,995,398,0.900000,1.000000,10
ToeSegmentation1,9.17,0.1560,97.5000,95.1754,40,228,277,0.025000,0.200000,10
ToeSegmentation1,8.53,0.1570,97.5000,94.7368,40,228,277,0.025000,0.200000,10
ToeSegmentation1,9.82,0.1440,100.0000,95.1754,40,228,277,0.025000,0.200000,10
ToeSegmentation1,8.17,0.1590,100.0000,95.1754,40,228,277,0.025000,0.200000,10
ToeSegmentation1,10.69,0.1540,100.0000,95.6140,40,228,277,0.025000,0.200000,10
ToeSegmentation1,5.60,0.1530,100.0000,92.9825,40,228,277,0.025000,0.200000,10
ToeSegmentation1,13.48,0.2000,100.0000,93.8596,40,228,277,0.025000,0.200000,10
ToeSegmentation1,9.48,0.1640,100.0000,93.8596,40,228,277,0.025000,0.200000,10
ToeSegmentation1,5.85,0.1550,100.0000,96.0526,40,228,277,0.025000,0.200000,10
ToeSegmentation1,8.18,0.1530,100.0000,96.4912,40,228,277,0.025000,0.200000,10
Trace,58.50,0.2500,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,58.43,0.2510,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,58.16,0.2510,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,58.88,0.2370,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,58.50,0.2530,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,56.70,0.2500,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,59.94,0.2440,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,57.66,0.2560,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,59.06,0.2390,100.0000,100.0000,100,100,275,0.025000,0.300000,10
Trace,57.36,0.2520,100.0000,100.0000,100,100,275,0.025000,0.300000,10
ArrowHead,4.33,0.1180,100.0000,66.2857,36,175,251,0.900000,1.000000,10
ArrowHead,4.18,0.1270,97.2222,67.4286,36,175,251,0.900000,1.000000,10
ArrowHead,4.53,0.1270,94.4444,64.5714,36,175,251,0.900000,1.000000,10
ArrowHead,3.92,0.1250,97.2222,64.5714,36,175,251,0.900000,1.000000,10
ArrowHead,5.14,0.1620,100.0000,68.5714,36,175,251,0.900000,1.000000,10
ArrowHead,4.56,0.1510,97.2222,66.8571,36,175,251,0.900000,1.000000,10
ArrowHead,5.54,0.1330,100.0000,68.0000,36,175,251,0.900000,1.000000,10
ArrowHead,3.98,0.1320,100.0000,69.7143,36,175,251,0.900000,1.000000,10
ArrowHead,4.90,0.1260,100.0000,70.2857,36,175,251,0.900000,1.000000,10
ArrowHead,4.80,0.1090,97.2222,61.1429,36,175,251,0.900000,1.000000,10
BirdChicken,4.74,0.0180,100.0000,90.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.04,0.0190,95.0000,75.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.39,0.0190,100.0000,85.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.29,0.0160,100.0000,85.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.35,0.0180,100.0000,70.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.40,0.0220,100.0000,75.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.53,0.0170,100.0000,85.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.45,0.0180,100.0000,80.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.26,0.0210,100.0000,65.0000,20,20,512,0.025000,0.100000,10
BirdChicken,4.22,0.0180,100.0000,75.0000,20,20,512,0.025000,0.100000,10
ECG200,14.18,0.0190,98.0000,87.0000,100,100,96,0.900000,1.000000,10
ECG200,14.30,0.0200,100.0000,81.0000,100,100,96,0.900000,1.000000,10
ECG200,14.66,0.0190,96.0000,86.0000,100,100,96,0.900000,1.000000,10
ECG200,15.39,0.0200,99.0000,79.0000,100,100,96,0.900000,1.000000,10
ECG200,12.21,0.0220,99.0000,84.0000,100,100,96,0.900000,1.000000,10
ECG200,14.30,0.0210,99.0000,84.0000,100,100,96,0.900000,1.000000,10
ECG200,12.82,0.0200,98.0000,87.0000,100,100,96,0.900000,1.000000,10
ECG200,13.36,0.0200,97.0000,84.0000,100,100,96,0.900000,1.000000,10
ECG200,14.62,0.0210,100.0000,85.0000,100,100,96,0.900000,1.000000,10
ECG200,15.26,0.0210,99.0000,79.0000,100,100,96,0.900000,1.000000,10
ProximalPhalanxTW,199.45,0.0910,98.5366,77.2500,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,183.12,0.0800,98.5366,78.5000,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,252.08,0.1400,97.5610,79.2500,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,155.60,0.1370,97.5610,78.7500,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,211.35,0.1370,96.5854,80.5000,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,111.62,0.1420,96.5854,78.0000,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,195.20,0.1360,98.0488,79.2500,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,143.81,0.1700,98.0488,76.5000,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,97.07,0.0790,97.5610,79.0000,205,400,80,0.900000,1.000000,10
ProximalPhalanxTW,142.95,0.1460,98.0488,79.2500,205,400,80,0.900000,1.000000,10
Car,2134.76,0.3870,100.0000,88.3333,60,60,577,0.025000,0.300000,10
Car,1230.26,0.3950,98.3333,85.0000,60,60,577,0.025000,0.300000,10
Car,1206.32,0.3260,98.3333,83.3333,60,60,577,0.025000,0.300000,10
Car,757.80,0.3530,98.3333,86.6667,60,60,577,0.025000,0.300000,10
Car,1313.22,0.3370,100.0000,86.6667,60,60,577,0.025000,0.300000,10
Car,1158.16,0.3490,100.0000,86.6667,60,60,577,0.025000,0.300000,10
Car,1294.78,0.3450,100.0000,83.3333,60,60,577,0.025000,0.300000,10
Car,1468.77,0.3410,100.0000,78.3333,60,60,577,0.025000,0.300000,10
Car,1325.55,0.3180,100.0000,90.0000,60,60,577,0.025000,0.300000,10
Car,1465.40,0.3130,100.0000,86.6667,60,60,577,0.025000,0.300000,10
FacesUCR,2812.39,4.8290,100.0000,84.9756,200,2050,131,0.300000,0.600000,10
FacesUCR,3127.96,4.9210,99.0000,83.0244,200,2050,131,0.300000,0.600000,10
FacesUCR,1479.83,5.0140,100.0000,82.2439,200,2050,131,0.300000,0.600000,10
FacesUCR,2743.78,4.9350,99.0000,83.0244,200,2050,131,0.300000,0.600000,10
FacesUCR,2159.92,5.0030,100.0000,83.9512,200,2050,131,0.300000,0.600000,10
FacesUCR,2498.78,4.8730,100.0000,84.4390,200,2050,131,0.300000,0.600000,10
FacesUCR,1624.88,4.8350,99.5000,86.3415,200,2050,131,0.300000,0.600000,10
FacesUCR,2501.39,4.7160,100.0000,84.3415,200,2050,131,0.300000,0.600000,10
FacesUCR,2730.79,4.9480,100.0000,83.8049,200,2050,131,0.300000,0.600000,10
DistalPhalanxOutlineCorrect,821.38,0.1980,98.1884,79.6667,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,736.04,0.1660,98.5507,78.8333,276,600,80,0.900000,1.000000,10
FacesUCR,2208.23,4.8230,100.0000,81.7561,200,2050,131,0.300000,0.600000,10
DistalPhalanxOutlineCorrect,744.77,0.1670,98.5507,77.8333,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,719.80,0.1660,98.1884,77.6667,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,686.81,0.1510,98.9130,78.5000,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,678.08,0.1560,98.5507,79.0000,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,771.31,0.1720,98.5507,77.8333,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,726.54,0.1560,97.4638,78.1667,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,772.35,0.1790,97.1014,77.3333,276,600,80,0.900000,1.000000,10
DistalPhalanxOutlineCorrect,757.66,0.1710,97.4638,80.8333,276,600,80,0.900000,1.000000,10
Meat,15.47,0.0500,100.0000,88.3333,60,60,448,0.900000,1.000000,10
Meat,15.77,0.0390,100.0000,86.6667,60,60,448,0.900000,1.000000,10
Meat,17.16,0.0490,100.0000,88.3333,60,60,448,0.900000,1.000000,10
Meat,15.35,0.0420,100.0000,90.0000,60,60,448,0.900000,1.000000,10
Meat,15.99,0.0370,100.0000,88.3333,60,60,448,0.900000,1.000000,10
Meat,14.92,0.0350,100.0000,91.6667,60,60,448,0.900000,1.000000,10
Meat,17.23,0.0480,98.3333,86.6667,60,60,448,0.900000,1.000000,10
Meat,11.25,0.0450,100.0000,86.6667,60,60,448,0.900000,1.000000,10
Meat,10.81,0.0350,100.0000,88.3333,60,60,448,0.900000,1.000000,10
Meat,21.09,0.0390,100.0000,88.3333,60,60,448,0.900000,1.000000,10
OliveOil,157.31,0.3060,100.0000,93.3333,30,30,570,0.025000,0.400000,10
OliveOil,166.95,0.3020,100.0000,93.3333,30,30,570,0.025000,0.400000,10
OliveOil,156.39,0.3140,100.0000,90.0000,30,30,570,0.025000,0.400000,10
OliveOil,166.61,0.3050,100.0000,90.0000,30,30,570,0.025000,0.400000,10
OliveOil,154.39,0.2780,100.0000,90.0000,30,30,570,0.025000,0.400000,10
OliveOil,166.58,0.2840,100.0000,96.6667,30,30,570,0.025000,0.400000,10
OliveOil,170.18,0.2860,100.0000,96.6667,30,30,570,0.025000,0.400000,10
OliveOil,159.89,0.2530,96.6667,93.3333,30,30,570,0.025000,0.400000,10
OliveOil,168.82,0.2990,100.0000,83.3333,30,30,570,0.025000,0.400000,10
OliveOil,161.08,0.3160,100.0000,86.6667,30,30,570,0.025000,0.400000,10
ShapeletSim,21.95,0.7900,100.0000,98.3333,20,180,500,0.025000,0.200000,10
ShapeletSim,22.26,0.7940,100.0000,97.7778,20,180,500,0.025000,0.200000,10
ShapeletSim,22.23,0.7900,100.0000,96.6667,20,180,500,0.025000,0.200000,10
ShapeletSim,22.44,0.7730,100.0000,95.5556,20,180,500,0.025000,0.200000,10
ShapeletSim,21.52,0.8000,100.0000,93.8889,20,180,500,0.025000,0.200000,10
ShapeletSim,22.03,0.7740,100.0000,96.1111,20,180,500,0.025000,0.200000,10
ShapeletSim,21.65,0.7900,100.0000,97.2222,20,180,500,0.025000,0.200000,10
ShapeletSim,22.12,0.7940,100.0000,97.7778,20,180,500,0.025000,0.200000,10
ShapeletSim,22.66,0.7950,100.0000,96.6667,20,180,500,0.025000,0.200000,10
ShapeletSim,22.54,0.7890,100.0000,95.5556,20,180,500,0.025000,0.200000,10
Herring,634.81,0.0890,96.8750,57.8125,64,64,512,0.025000,0.100000,10
Herring,624.36,0.0880,98.4375,73.4375,64,64,512,0.025000,0.100000,10
Herring,639.28,0.0900,100.0000,60.9375,64,64,512,0.025000,0.100000,10
Herring,723.96,0.1020,96.8750,68.7500,64,64,512,0.025000,0.100000,10
Herring,809.76,0.0880,100.0000,48.4375,64,64,512,0.025000,0.100000,10
Herring,678.47,0.0940,100.0000,65.6250,64,64,512,0.025000,0.100000,10
Herring,592.68,0.1000,98.4375,64.0625,64,64,512,0.025000,0.100000,10
Herring,605.08,0.0980,100.0000,65.6250,64,64,512,0.025000,0.100000,10
Herring,740.50,0.1060,95.3125,60.9375,64,64,512,0.025000,0.100000,10
Herring,662.91,0.0830,100.0000,56.2500,64,64,512,0.025000,0.100000,10
synthetic_control,84.70,0.0410,99.6667,95.3333,300,300,60,0.700000,1.000000,10
synthetic_control,74.20,0.0890,99.3333,97.6667,300,300,60,0.700000,1.000000,10
synthetic_control,73.15,0.0840,99.6667,95.0000,300,300,60,0.700000,1.000000,10
synthetic_control,93.02,0.1000,99.6667,96.0000,300,300,60,0.700000,1.000000,10
synthetic_control,72.52,0.0780,100.0000,96.3333,300,300,60,0.700000,1.000000,10
synthetic_control,72.73,0.0800,99.3333,94.6667,300,300,60,0.700000,1.000000,10
synthetic_control,72.13,0.0800,99.6667,96.0000,300,300,60,0.700000,1.000000,10
synthetic_control,119.78,0.0920,99.6667,95.3333,300,300,60,0.700000,1.000000,10
synthetic_control,71.63,0.0820,100.0000,94.6667,300,300,60,0.700000,1.000000,10
synthetic_control,74.59,0.0840,100.0000,95.3333,300,300,60,0.700000,1.000000,10
SwedishLeaf,1738.17,0.4530,99.6000,79.5200,500,625,128,0.800000,1.000000,10
SwedishLeaf,1230.56,0.4490,99.4000,80.3200,500,625,128,0.800000,1.000000,10
Adiac,103.24,0.2160,98.7179,57.8005,390,391,176,0.900000,1.000000,10
Adiac,111.50,0.2040,99.7436,55.7545,390,391,176,0.900000,1.000000,10
Adiac,107.54,0.2020,98.7179,53.7084,390,391,176,0.900000,1.000000,10
Adiac,117.12,0.2010,99.2308,59.0793,390,391,176,0.900000,1.000000,10
Adiac,101.60,0.2030,98.9744,59.0793,390,391,176,0.900000,1.000000,10
Adiac,106.73,0.2030,98.9744,54.7315,390,391,176,0.900000,1.000000,10
Adiac,105.72,0.2160,99.2308,57.2890,390,391,176,0.900000,1.000000,10
Adiac,131.37,0.2210,99.7436,57.0332,390,391,176,0.900000,1.000000,10
Adiac,110.47,0.2010,99.2308,58.8235,390,391,176,0.900000,1.000000,10
Adiac,108.25,0.2100,99.2308,57.8005,390,391,176,0.900000,1.000000,10
SwedishLeaf,1118.04,0.4320,99.4000,82.7200,500,625,128,0.800000,1.000000,10
SwedishLeaf,1475.16,0.4120,99.2000,82.5600,500,625,128,0.800000,1.000000,10
SwedishLeaf,1245.98,0.4440,99.4000,81.9200,500,625,128,0.800000,1.000000,10
SwedishLeaf,1480.93,0.4280,99.4000,80.1600,500,625,128,0.800000,1.000000,10
SwedishLeaf,1697.22,0.4710,99.4000,81.2800,500,625,128,0.800000,1.000000,10
SwedishLeaf,1748.88,0.4640,99.4000,80.8000,500,625,128,0.800000,1.000000,10
Beef,116.57,0.1170,100.0000,63.3333,30,30,470,0.025000,0.200000,10
Beef,114.98,0.1300,96.6667,60.0000,30,30,470,0.025000,0.200000,10
Beef,105.64,0.1320,100.0000,66.6667,30,30,470,0.025000,0.200000,10
Beef,59.33,0.1510,93.3333,66.6667,30,30,470,0.025000,0.200000,10
Beef,111.89,0.1390,93.3333,66.6667,30,30,470,0.025000,0.200000,10
Beef,105.38,0.1370,96.6667,73.3333,30,30,470,0.025000,0.200000,10
Beef,123.22,0.1100,100.0000,66.6667,30,30,470,0.025000,0.200000,10
Beef,103.31,0.1380,100.0000,56.6667,30,30,470,0.025000,0.200000,10
Beef,113.26,0.1260,100.0000,70.0000,30,30,470,0.025000,0.200000,10
Beef,76.16,0.1230,100.0000,70.0000,30,30,470,0.025000,0.200000,10
SwedishLeaf,1124.45,0.4400,99.0000,80.4800,500,625,128,0.800000,1.000000,10
